Date,Monitoring_Station,Season,Split,Year,Latitude,Longitude,PM2.5,AOD,AOD_dry,AOD_corrected,f_RH,Temp_norm,RH_squared,Wind Speed,Wind_U,Wind_V,AODcorr_Wind_interact,DOY_sin,DOY_cos,Is_Dust_Season,PM2.5_lag1,AOD_lag1,AOD_corrected_lag1,RH_rolling3,Station_ID,Season_ID
2014-01-07,Agrabad,Winter,train,2014,22.323153,91.802209,171.8995238095238,0.464947059,0.2667309700341402,0.3473474170362668,1.743131136742348,0.767908315858559,4500.946119008265,2.811818181818182,-2.793861900264329,0.3172651412536543,0.9766777826301576,0.1202080448993527,0.9927487224577402,0,130.81714285714287,0.839841176,0.6592053167812911,63.672670454545454,1,1
2014-01-08,Agrabad,Winter,train,2014,22.323153,91.802209,126.16291666666666,0.581517647,0.385232582061256,0.5149157523998006,1.509523529625883,0.7481468187093769,3148.8464626736118,3.2716666666666665,-1.839283964723313,-2.705704580121316,1.6846327032680142,0.1372787721132647,0.9905324521322229,0,171.8995238095238,0.464947059,0.3473474170362668,61.15330808080808,1,1
2014-01-09,Agrabad,Winter,train,2014,22.323153,91.802209,148.7715,0.3213,0.1971909221024766,0.2771982915365118,1.6293853518927517,0.7113713472382752,3885.496389062501,2.212916666666666,-2.1903931985699505,-0.314925085170444,0.6134167193126725,0.1543088206642811,0.9880226656636976,0,126.16291666666666,0.581517647,0.5149157523998006,61.84580808080809,1,1
2014-01-10,Agrabad,Winter,train,2014,22.323153,91.802209,149.22571428571428,0.208894118,0.1213128455008684,0.1660933546290736,1.721945579114328,0.7303895196276164,4392.280946938775,2.071428571428572,-1.9852589927127848,-0.5912385799181531,0.3440505203030813,0.1712931441814776,0.9852201067560606,0,148.7715,0.3213,0.2771982915365118,61.57420634920635,1,1
2014-01-11,Agrabad,Winter,train,2014,22.323153,91.802209,136.22692307692307,0.112405882,0.0623506555019862,0.0783541509150199,1.802801928785163,0.7957543381410578,4793.023669444445,1.8929166666666664,-1.520691881057698,1.127222120892614,0.1483178781695564,0.1882267098432442,0.9821256058680006,0,149.22571428571428,0.208894118,0.1660933546290736,65.94656746031745,1,1
2014-01-12,Agrabad,Winter,train,2014,22.323153,91.802209,209.0327777777778,1.173270588,0.6178006890997779,0.8010598309455402,1.899108577735029,0.7712291457312866,5223.409352077562,1.6566666666666667,-1.4915280979563008,0.7210328546268221,1.3270891199331116,0.2051044998686192,0.9787400799669153,0,136.22692307692307,0.112405882,0.0783541509150199,69.25970342522974,1,1
2014-01-13,Agrabad,Winter,train,2014,22.323153,91.802209,125.76916666666666,0.560047059,0.3435075774225279,0.4108334043643683,1.630377598078775,0.8361237761422898,3891.2124168402775,2.1966666666666668,-0.4316658224819019,-2.1538358948967,0.9024640449203958,0.2219215130041655,0.9750645322571948,0,209.0327777777778,1.173270588,0.8010598309455402,67.96146929824562,1,1
2014-01-14,Agrabad,Winter,train,2014,22.323153,91.802209,162.62875,0.855605882,0.4663608036751725,0.5855446634649039,1.8346436391252607,0.7964564153236878,4940.742675173612,1.659166666666667,-1.547377456929894,-0.5987128139291434,0.9715161874655198,0.2386727660059501,0.9711000518829505,0,125.76916666666666,0.560047059,0.4108334043643683,68.31438596491228,1,1
2014-01-15,Agrabad,Winter,train,2014,22.323153,91.802209,193.1982608695652,0.900714286,0.3599665700732505,0.5002344790323364,2.5022164858717613,0.7195956799490852,7060.760802777778,1.77375,-1.7617550395070958,-0.205932618279261,0.8872909071836067,0.255353295116187,0.9668478136052776,0,162.62875,0.855605882,0.5855446634649039,72.23277777777778,1,1
2014-01-16,Agrabad,Winter,train,2014,22.323153,91.802209,178.04208333333335,0.703835294,0.3142068222210463,0.4521355720404145,2.2400382303120323,0.6949393979400512,6411.338350694446,1.887916666666667,-1.5068396603324778,-1.1373933261307985,0.8535942820479661,0.2719581575341055,0.9623090774541486,0,193.1982608695652,0.900714286,0.5002344790323364,78.12986111111111,1,1
2014-01-17,Agrabad,Winter,train,2014,22.323153,91.802209,181.863,0.379682353,0.1621389932951795,0.2231571428954165,2.341709081101641,0.7265686914228267,6685.320547845806,1.831428571428572,-1.5908064068623136,-0.9074500471820548,0.4086963674170343,0.288482432880609,0.9574851883550392,0,178.04208333333335,0.703835294,0.4521355720404145,81.95432539682541,1,1
2014-01-18,Agrabad,Winter,train,2014,22.323153,91.802209,170.76913043478262,0.376988095,0.1798974654626505,0.214252697326822,2.095572019486114,0.8396508781788364,5964.215469444445,1.4016666666666666,-1.106708763664706,0.8601541471574631,0.3003108640864289,0.304921224656289,0.9523775757303974,0,181.863,0.379682353,0.2231571428954165,79.68765873015873,1,1
2014-01-19,Agrabad,Winter,train,2014,22.323153,91.802209,177.89541666666665,0.556094118,0.2984983349897649,0.3530150133106234,1.8629722608639263,0.8455683858610047,5067.600833506945,1.08,-1.0057293038498083,-0.3935842570248201,0.3812562143754733,0.3212696616923644,0.9469877530760752,0,170.76913043478262,0.376988095,0.214252697326822,76.72640873015874,1,1
2014-01-20,Agrabad,Winter,train,2014,22.323153,91.802209,141.63666666666668,0.523047059,0.3377469480809672,0.3858171991959616,1.5486359298637136,0.8754066661227851,3399.278677777778,2.7175,-2.468358726733575,1.1366668140480762,1.0484582388150254,0.3375228995941133,0.9413173175128472,0,177.89541666666665,0.556094118,0.3530150133106234,68.90625,1,1
2014-01-21,Agrabad,Winter,train,2014,22.323153,91.802209,135.84166666666667,0.370035294,0.2024302192857351,0.2478840247046847,1.827964694726168,0.816632776262606,4910.213650173612,2.1075,-1.46255864736781,-1.5173919905580238,0.522415582065123,0.3536761221763716,0.9353679493131484,0,141.63666666666668,0.523047059,0.3858171991959616,66.52111111111111,1,1
2014-01-22,Agrabad,Winter,train,2014,22.323153,91.802209,133.31791666666666,0.265852941,0.1647117565274757,0.1878568248891576,1.6140495773029586,0.8767941043646492,3796.3568793402783,2.0404166666666668,-1.9949607126975295,0.4282895380516271,0.3833061964509187,0.3697245428906731,0.9291414114031744,0,135.84166666666667,0.370035294,0.2478840247046847,63.33027777777778,1,1
2014-01-23,Agrabad,Winter,train,2014,22.323153,91.802209,117.96041666666667,0.251664706,0.1641706375286474,0.1812143903097339,1.5329459018278164,0.9059470235671954,3299.9758960069444,1.4058333333333335,-1.378842575205146,0.2741541790904403,0.2547572303771009,0.385663406243607,0.9226395488404876,0,133.31791666666666,0.265852941,0.1878568248891576,63.04430555555555,1,1
2014-01-24,Agrabad,Winter,train,2014,22.323153,91.802209,164.91545454545454,0.383670588,0.233064750677123,0.2624621056849666,1.646197406022669,0.8879939070399394,3981.504834027778,1.5391666666666666,-1.4863435603942918,-0.3997709947609978,0.4039729243334444,0.401487989205973,0.9158642882672872,0,117.96041666666667,0.251664706,0.1812143903097339,60.719722222222224,1,1
2014-01-25,Agrabad,Winter,train,2014,22.323153,91.802209,126.29333333333334,0.4379,0.2809194770132834,0.3134790894984784,1.5588096797549345,0.8961346591337697,3462.8321006944443,2.86,1.6250088117256276,-2.3534966245597344,0.8965501959656482,0.4171936026123168,0.9088176373395028,0,164.91545454545454,0.383670588,0.2624621056849666,59.79680555555555,1,1
2014-01-26,Agrabad,Winter,train,2014,22.323153,91.802209,114.7975,0.481582353,0.2899945982608702,0.3496518046078224,1.6606597360368185,0.829381099823394,4062.671709917356,2.959090909090909,-1.5716213844052376,-2.5072345786432964,1.0346514763622383,0.4327755925504312,0.901501684131884,0,126.29333333333334,0.4379,0.3134790894984784,61.89469696969697,1,1
2014-01-27,Agrabad,Winter,train,2014,22.323153,91.802209,117.3208695652174,0.356623529,0.2220560249375736,0.2743029378634063,1.6060069935065138,0.8095284238193249,3749.010850694443,2.465,-0.2131245075385003,-2.455769318215062,0.6761567418332967,0.4482293417404106,0.893918596519257,0,114.7975,0.481582353,0.3496518046078224,61.27136363636364,1,1
2014-01-30,Agrabad,Winter,train,2014,22.323153,91.802209,116.05458333333333,0.177782353,0.1115333381950755,0.1302045347135803,1.5939839681750827,0.8566010273023353,3677.462271006945,2.0341666666666667,-2.034166654564272,-0.0002218931612327,0.2648577243632081,0.4937755501599771,0.869589389346611,0,117.3208695652174,0.356623529,0.2743029378634063,61.87011363636364,1,1
2014-01-31,Agrabad,Winter,train,2014,22.323153,91.802209,157.7075,0.224623529,0.1424464178679156,0.1636766676116517,1.5768984040601397,0.8702915323636226,3574.196404340277,2.1495833333333336,-1.7096428320081594,-1.3030080175914374,0.3518366367535464,0.5086709438521044,0.8609610158889943,0,116.05458333333333,0.177782353,0.1302045347135803,60.551944444444445,1,1
2014-02-01,Agrabad,Winter,train,2014,22.323153,91.802209,172.05166666666665,0.275,0.1480620555125745,0.1753616308652611,1.8573293410521712,0.8443241248499667,5042.667094328922,2.3283333333333336,-0.9496937426496498,-2.125845221619677,0.4083003305312831,0.5234156073655503,0.8520775211013093,0,157.7075,0.224623529,0.1636766676116517,63.81280193236714,1,1
2014-02-02,Agrabad,Winter,train,2014,22.323153,91.802209,163.94125,0.243052941,0.1442705697177912,0.1692312327311494,1.6847021639648174,0.8525055770703261,4194.721111111111,1.9408333333333327,-0.7780582397841594,-1.7780493253230494,0.3284496175257058,0.5380051715382996,0.8429415373547828,0,172.05166666666665,0.275,0.1753616308652611,65.18766304347825,1,1
2014-02-03,Agrabad,Winter,train,2014,22.323153,91.802209,125.48,0.236964706,0.1510313101591181,0.1812487294643478,1.5689773580746085,0.8332820351649773,3525.68750625,2.5383333333333336,-2.068092528467973,-1.4717776342933249,0.4600696916236696,0.5524353131676196,0.8335557718385699,0,163.94125,0.243052941,0.1692312327311494,65.0519685990338,1,1
2014-02-04,Agrabad,Winter,train,2014,22.323153,91.802209,171.29333333333332,0.357488235,0.2293410784402195,0.2799892381955055,1.5587623352577176,0.8191067625252072,3462.537877777777,2.123333333333333,-1.897528480843756,-0.9528536660113308,0.5945104824351232,0.5667017562911176,0.8239230057575542,0,125.48,0.236964706,0.1812487294643478,60.99583333333333,1,1
2014-02-05,Agrabad,Winter,train,2014,22.323153,91.802209,171.64166666666665,0.781847059,0.4891727621653989,0.5787309210708165,1.598304565321734,0.8452507795164815,3703.2803126736103,2.5383333333333336,-2.0009724428400597,1.5618083730425445,1.469011987984756,0.5808002734538009,0.8140460935082178,0,171.29333333333332,0.357488235,0.2799892381955055,59.691805555555554,1,1
2014-02-06,Agrabad,Winter,train,2014,22.323153,91.802209,184.685,0.966558824,0.5673200803837049,0.6318723465146847,1.703727503081279,0.897839703720157,4296.693250694444,1.34375,-1.1686684859145136,0.6632330152595531,0.8490784656291076,0.5947266869607634,0.8039279618328213,0,171.64166666666665,0.781847059,0.5787309210708165,61.74902777777777,1,1
2014-02-07,Agrabad,Winter,train,2014,22.323153,91.802209,155.04000000000002,0.434535294,0.2959338778392579,0.3209121722170311,1.4683526508446123,0.9221647025564348,2875.006909917355,1.6131818181818185,-1.3948049942209757,0.8104780111814399,0.5176896814537472,0.6084768701151261,0.7935716089521474,0,184.685,0.966558824,0.6318723465146847,60.00761363636363,1,1
2014-02-08,Agrabad,Winter,train,2014,22.323153,91.802209,152.72750000000002,0.780364706,0.4317408230426495,0.4792837207008028,1.807484176503068,0.9008042718650308,4815.092779017013,1.856521739130435,-1.560812479866062,1.0052548784055957,0.8898006466923601,0.6220467484408675,0.7829801036770629,0,155.04000000000002,0.434535294,0.3209121722170311,62.853042380324986,1,1
2014-02-10,Agrabad,Winter,train,2014,22.323153,91.802209,89.01111111111112,1.113666667,0.4311553207502848,0.4710414719908491,2.5829825434185234,0.9153234829366804,7226.9616715976335,1.3792307692307693,-1.1493129393124488,0.7624678893710076,0.6496748917535327,0.6486295610349814,0.7611042586607747,0,152.72750000000002,0.780364706,0.4792837207008028,69.34049964528225,1,1
2014-02-11,Agrabad,Winter,train,2014,22.323153,91.802209,108.04684210526317,0.159423529,0.0711146563767936,0.0742170333115222,2.24178161187071,0.9581985860077888,6416.301276033059,1.890434782608696,-1.3464718550271215,1.326935270055254,0.1403024612341299,0.6616346182422783,0.7498264012045686,0,89.01111111111112,1.113666667,0.4710414719908491,78.16807540285801,1,1
2014-02-12,Agrabad,Winter,train,2014,22.323153,91.802209,112.88363636363636,1.070623529,0.6115484263672805,0.6517697305966647,1.750676615030664,0.9382890883985,4539.009817769377,2.043043478260869,-2.028965733423656,-0.2394257852798582,1.3315938974233594,0.6744436188329455,0.7383263540031065,0,108.04684210526317,0.159423529,0.0742170333115222,77.49517685213338,1,1
2014-02-13,Agrabad,Winter,train,2014,22.323153,91.802209,97.1005,0.338864706,0.2621372433027745,0.28675228949357,1.2926995864094122,0.9141591990973535,1612.6795669421483,3.2263636363636365,-2.5351276670734197,1.9956327381781624,0.9251671594660728,0.6870527672236669,0.7266075247685656,0,112.88363636363636,1.070623529,0.6517697305966647,62.5440579710145,1,1
2014-02-14,Agrabad,Winter,train,2014,22.323153,91.802209,98.77625,0.381676471,0.2906946610515218,0.3188164018420804,1.312980670575002,0.9117933060279372,1763.3791850661626,2.4191304347826086,-2.0653670117886263,1.2595440314283637,0.7712584608040589,0.699458327051647,0.7146733860429609,0,97.1005,0.338864706,0.28675228949357,49.840988142292495,1,1
2014-02-15,Agrabad,Winter,train,2014,22.323153,91.802209,103.70944444444444,0.649458824,0.4643948497624824,0.504952102451423,1.398505655978247,0.9196809905493122,2388.32577025,2.0275,-0.9684965584395372,1.7812272921474035,1.02379038772026,0.7116566222817746,0.7025274741691571,0,98.77625,0.381676471,0.3188164018420804,43.67376350461134,1,1
2014-02-18,Agrabad,Winter,train,2014,22.323153,91.802209,75.69761904761906,0.445658824,0.2748703867136496,0.3608864215189175,1.621341714283219,0.7616534464133089,3838.92894628099,2.926521739130435,-2.893237387848164,0.4401214686430981,1.0561419579321016,0.7469720876965552,0.6648553979642865,0,103.70944444444444,0.649458824,0.504952102451423,50.94073320158103,1,1
2014-02-19,Agrabad,Winter,train,2014,22.323153,91.802209,91.68352941176472,0.229682353,0.1345299559344983,0.1740978302457197,1.7072952369941357,0.7727262065507898,4315.570248999999,2.5255,-2.523781983339404,-0.0931383410386227,0.4396840702855651,0.7583058084785624,0.6518989958787126,0,75.69761904761906,0.445658824,0.3608864215189175,58.84086363636364,1,1
2014-02-20,Agrabad,Winter,train,2014,22.323153,91.802209,142.50652173913045,0.308294118,0.1847204989347544,0.2112508252836653,1.6689762088012403,0.8744131469626862,4108.754261058601,1.3804166666666668,-1.3765617770479073,-0.1030914525158085,0.2916141600686597,0.7694148268839378,0.6387494220515272,0,91.68352941176472,0.229682353,0.1740978302457197,63.9172187088274,1,1
2014-02-21,Agrabad,Winter,train,2014,22.323153,91.802209,175.1465,0.264058824,0.152743821882573,0.1775490729664736,1.7287692604876954,0.8602907316300968,4427.571600000001,1.767826086956522,-1.3806460383547077,1.1040949191529958,0.313875882905079,0.7802958510707755,0.6254105729852463,0,142.50652173913045,0.308294118,0.2112508252836653,65.4441884057971,1,1
2014-02-22,Agrabad,Winter,train,2014,22.323153,91.802209,166.9813333333333,0.425541176,0.2705135351828459,0.3130779639020573,1.573086447272842,0.8640452742546673,3550.901889197532,1.8557894736842104,-1.8187850325473605,-0.3687486623959688,0.5810067898519231,0.7909456567567772,0.6118864012687243,0,175.1465,0.264058824,0.1775490729664736,63.4096698872786,1,1
2014-02-23,Agrabad,Winter,train,2014,22.323153,91.802209,179.1855,0.551594118,0.3632877450620178,0.3936707878796557,1.5183394581775278,0.9228211903116216,3206.133243801654,2.0168181818181816,-1.9097756157395005,-0.6483152597611813,0.7939624026463784,0.8013610881746766,0.5981809144059165,0,166.9813333333333,0.425541176,0.3130779639020573,60.91739057239059,1,1
2014-02-24,Agrabad,Winter,train,2014,22.323153,91.802209,142.769,0.452182353,0.2862386053105087,0.3225626835017933,1.579739226682848,0.8873890873025221,3591.4959371900827,3.306666666666666,-0.6592904310954043,3.2402747679649755,1.0666072734459298,0.8115390590073611,0.5842981736283684,0,179.1855,0.551594118,0.3936707878796557,58.71375420875422,1,1
2014-02-25,Agrabad,Winter,train,2014,22.323153,91.802209,90.10333333333334,0.446164706,0.3375959134887017,0.319587072094986,1.321593917975348,1.0563503438223034,1827.2418890625004,3.4125,-2.8375554882178253,-1.895635803967866,1.09059088352414,0.8214765533024142,0.5702422926917871,0,142.769,0.452182353,0.3225626835017933,53.09935606060608,1,1
2014-02-26,Agrabad,Winter,train,2014,22.323153,91.802209,116.12478260869564,0.304729412,0.2162255064808646,0.2255553216549887,1.409312975881352,0.9586362445112464,2465.288002777777,3.2204166666666665,-2.763795461242899,1.6530330170198038,0.7263821171130866,0.8311706263658079,0.5560174366570446,0,90.10333333333334,0.446164706,0.319587072094986,50.7756691919192,1,1
2014-02-27,Agrabad,Winter,train,2014,22.323153,91.802209,145.12291666666667,0.433723529,0.301932796034789,0.3081684538866902,1.436490287560633,0.979765424483734,2656.2427515625,2.4308333333333336,-2.4239550285291718,0.1827367344367022,0.7491061499895629,0.8406184056344782,0.5416278206559814,0,116.12478260869564,0.304729412,0.2255553216549887,47.97888888888889,1,1
2014-02-28,Agrabad,Winter,train,2014,22.323153,91.802209,123.87473684210526,0.784664706,0.5070754372182519,0.5349584904776354,1.5474318975191657,0.9478780994119969,3391.713686703601,2.127368421052632,-1.343847292167872,-1.64917277876669,1.1380537992161068,0.8498170915275278,0.5270777086423722,0,145.12291666666667,0.433723529,0.3081684538866902,53.14294590643275,1,1
2014-03-01,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,75.30190476190475,0.191342466,0.1263608995121545,0.1775189067275309,1.086525020230292,0.9920350590563654,3179.6441361111106,2.9258333333333333,-1.5628503578648671,-2.4734590057985804,0.5193907346003008,0.8587639582758029,0.5123714121284237,1,123.87473684210526,0.784664706,0.5349584904776354,55.38850146198831,1,2
2014-03-02,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,52.31571428571429,0.188382353,0.1307784880269202,0.1747614133601931,1.0757238091352974,1.002060372366096,2683.870645746692,3.572608695652174,-3.347624237902201,1.2477759630876184,0.6243541450350901,0.8674563547295969,0.4975132889071806,1,75.30190476190475,0.191342466,0.1775189067275309,55.47761378082888,1,2
2014-03-03,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,66.69045454545454,0.256576471,0.1757216980004469,0.240851691725798,1.0786443855109644,0.9876176417519906,2819.1021098298684,3.000869565217392,-1.6113864403639893,-2.531531529975301,0.7227645114310688,0.8758917051442429,0.4825077417612184,1,52.31571428571429,0.188382353,0.1747614133601931,53.76321256038648,1,2
2014-03-05,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,90.4325,0.288441176,0.2036959454172215,0.2779125474227911,1.0720498357678638,0.9681310026001492,2512.8915765625,2.3233333333333333,-1.7691211628943078,-1.5060172936514604,0.6456834851789512,0.8919813464595485,0.4520722039323043,1,66.69045454545454,0.256576471,0.240851691725798,51.6766847826087,1,2
2014-03-06,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,115.69869565217392,0.316511765,0.2301485288457385,0.3039179097268294,1.0658015093012936,0.977140993110569,2220.922711111111,2.53625,-1.9419077094748167,-1.631428365078366,0.7708117985446712,0.8996308696522433,0.436651231956064,1,90.4325,0.288441176,0.2779125474227911,50.11687801932368,1,2
2014-03-07,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,121.10045454545455,0.426952941,0.3206426103301962,0.4116094922289985,1.058940978534965,0.9795415737878232,1900.9220871455573,2.7269565217391305,-2.7200514278386887,-0.1939383958072444,1.1224411892435997,0.907013812802636,0.4211008707960896,1,115.69869565217392,0.316511765,0.3039179097268294,46.95166062801933,1,2
