Date,Monitoring_Station,Season,Split,Year,Latitude,Longitude,PM2.5,AOD,AOD_dry,AOD_corrected,f_RH,Temp_norm,RH_squared,Wind Speed,Wind_U,Wind_V,AODcorr_Wind_interact,DOY_sin,DOY_cos,Is_Dust_Season,PM2.5_lag1,AOD_lag1,AOD_corrected_lag1,RH_rolling3,Station_ID,Season_ID,Temperature,RH,AODcorr_RH_residual
2014-01-17,Agrabad,Winter,train,2014,22.323153,91.802209,181.863,0.379682353,0.1621389932951795,0.22315714289541652,2.341709081101641,0.7265686914228267,6685.320547845806,1.8314285714285716,-1.5908064068623136,-0.9074500471820549,0.4086963674170343,0.288482432880609,0.9574851883550393,0,178.04208333333335,0.703835294,0.45213557204041455,81.95432539682541,1,1,18.11047619047619,81.76380952380953,18.246178125578382
2014-01-18,Agrabad,Winter,train,2014,22.323153,91.802209,170.76913043478262,0.376988095,0.17989746546265054,0.21425269732682203,2.095572019486114,0.8396508781788364,5964.215469444445,1.4016666666666666,-1.106708763664706,0.8601541471574631,0.3003108640864289,0.30492122465628907,0.9523775757303974,0,181.863,0.379682353,0.22315714289541652,79.68765873015873,1,1,20.929166666666667,77.22833333333334,16.54637872672159
2014-01-19,Agrabad,Winter,train,2014,22.323153,91.802209,177.89541666666665,0.556094118,0.2984983349897649,0.3530150133106234,1.8629722608639263,0.8455683858610047,5067.600833506945,1.08,-1.0057293038498085,-0.3935842570248201,0.3812562143754733,0.3212696616923644,0.9469877530760753,0,170.76913043478262,0.376988095,0.21425269732682203,76.72640873015874,1,1,21.076666666666668,71.18708333333333,25.130109170461125
2014-01-20,Agrabad,Winter,train,2014,22.323153,91.802209,141.63666666666668,0.523047059,0.3377469480809672,0.3858171991959616,1.5486359298637136,0.8754066661227851,3399.278677777778,2.7175,-2.468358726733575,1.1366668140480762,1.0484582388150254,0.3375228995941133,0.9413173175128471,0,177.89541666666665,0.556094118,0.3530150133106234,68.90625,1,1,21.82041666666667,58.303333333333335,22.494428770455215
2014-01-21,Agrabad,Winter,train,2014,22.323153,91.802209,135.84166666666667,0.370035294,0.2024302192857351,0.2478840247046847,1.827964694726168,0.816632776262606,4910.213650173612,2.1075,-1.46255864736781,-1.5173919905580238,0.522415582065123,0.3536761221763716,0.9353679493131483,0,141.63666666666668,0.523047059,0.3858171991959616,66.52111111111111,1,1,20.355416666666667,70.07291666666667,17.369956606129314
2014-01-22,Agrabad,Winter,train,2014,22.323153,91.802209,133.31791666666666,0.265852941,0.16471175652747572,0.18785682488915764,1.6140495773029586,0.8767941043646492,3796.3568793402783,2.0404166666666668,-1.9949607126975297,0.4282895380516271,0.38330619645091873,0.3697245428906731,0.9291414114031743,0,135.84166666666667,0.370035294,0.2478840247046847,63.33027777777778,1,1,21.855,61.614583333333336,11.574719991868411
2014-01-23,Agrabad,Winter,train,2014,22.323153,91.802209,117.96041666666667,0.251664706,0.16417063752864744,0.1812143903097339,1.5329459018278164,0.9059470235671954,3299.9758960069444,1.4058333333333335,-1.3788425752051459,0.2741541790904403,0.25475723037710096,0.38566340624360707,0.9226395488404876,0,133.31791666666666,0.265852941,0.18785682488915764,63.04430555555555,1,1,22.581666666666667,57.44541666666667,10.409936157338628
2014-01-24,Agrabad,Winter,train,2014,22.323153,91.802209,164.91545454545454,0.383670588,0.233064750677123,0.2624621056849666,1.646197406022669,0.8879939070399394,3981.504834027778,1.5391666666666666,-1.4863435603942918,-0.3997709947609978,0.4039729243334444,0.401487989205973,0.9158642882672872,0,117.96041666666667,0.251664706,0.1812143903097339,60.719722222222224,1,1,22.13416666666667,63.09916666666667,16.561140150299988
2014-01-25,Agrabad,Winter,train,2014,22.323153,91.802209,126.29333333333334,0.4379,0.2809194770132834,0.3134790894984784,1.5588096797549345,0.8961346591337697,3462.8321006944443,2.86,1.6250088117256276,-2.3534966245597344,0.8965501959656482,0.4171936026123168,0.9088176373395029,0,164.91545454545454,0.383670588,0.2624621056849666,59.79680555555555,1,1,22.337083333333336,58.84583333333333,18.446938254112542
2014-01-26,Agrabad,Winter,train,2014,22.323153,91.802209,114.7975,0.481582353,0.28999459826087026,0.34965180460782247,1.6606597360368185,0.829381099823394,4062.6717099173557,2.959090909090909,-1.5716213844052376,-2.5072345786432964,1.0346514763622383,0.4327755925504312,0.901501684131884,0,126.29333333333334,0.4379,0.3134790894984784,61.89469696969697,1,1,20.673181818181817,63.73909090909091,22.286488160425687
2014-01-27,Agrabad,Winter,train,2014,22.323153,91.802209,117.3208695652174,0.356623529,0.2220560249375736,0.27430293786340637,1.6060069935065138,0.8095284238193249,3749.0108506944434,2.465,-0.21312450753850032,-2.455769318215062,0.6761567418332967,0.4482293417404106,0.893918596519257,0,114.7975,0.481582353,0.34965180460782247,61.27136363636364,1,1,20.17833333333333,61.22916666666666,16.795340299594816
2014-01-30,Agrabad,Winter,train,2014,22.323153,91.802209,116.05458333333333,0.177782353,0.11153333819507552,0.13020453471358037,1.5939839681750827,0.8566010273023353,3677.4622710069452,2.0341666666666667,-2.034166654564272,-0.00022189316123272818,0.2648577243632081,0.49377555015997715,0.869589389346611,0,117.3208695652174,0.356623529,0.27430293786340637,61.87011363636364,1,1,21.35166666666667,60.64208333333334,7.895874244478835
2014-01-31,Agrabad,Winter,train,2014,22.323153,91.802209,157.7075,0.224623529,0.14244641786791568,0.1636766676116517,1.5768984040601397,0.8702915323636226,3574.1964043402772,2.1495833333333336,-1.7096428320081594,-1.3030080175914374,0.3518366367535464,0.5086709438521044,0.8609610158889943,0,116.05458333333333,0.177782353,0.13020453471358037,60.551944444444445,1,1,21.692916666666665,59.78458333333333,9.785341374551091
2014-02-01,Agrabad,Winter,train,2014,22.323153,91.802209,172.05166666666665,0.275,0.1480620555125745,0.17536163086526116,1.8573293410521712,0.8443241248499667,5042.667094328922,2.3283333333333336,-0.9496937426496498,-2.125845221619677,0.4083003305312831,0.5234156073655503,0.8520775211013093,0,157.7075,0.224623529,0.1636766676116517,63.812801932367144,1,1,21.045652173913044,71.01173913043478,12.452734384491524
2014-02-02,Agrabad,Winter,train,2014,22.323153,91.802209,163.94125,0.243052941,0.14427056971779126,0.16923123273114948,1.6847021639648174,0.8525055770703261,4194.721111111111,1.9408333333333327,-0.7780582397841594,-1.7780493253230494,0.32844961752570584,0.5380051715382996,0.8429415373547828,0,172.05166666666665,0.275,0.17536163086526116,65.18766304347825,1,1,21.249583333333334,64.76666666666667,10.960542839887449
2014-02-03,Agrabad,Winter,train,2014,22.323153,91.802209,125.48,0.236964706,0.15103131015911817,0.18124872946434784,1.5689773580746085,0.8332820351649773,3525.68750625,2.5383333333333336,-2.0680925284679734,-1.4717776342933249,0.4600696916236696,0.5524353131676196,0.8335557718385699,0,163.94125,0.243052941,0.16923123273114948,65.0519685990338,1,1,20.770416666666662,59.3775,10.762096433769313
2014-02-04,Agrabad,Winter,train,2014,22.323153,91.802209,171.29333333333332,0.357488235,0.22934107844021953,0.2799892381955055,1.5587623352577176,0.8191067625252072,3462.537877777777,2.123333333333333,-1.8975284808437556,-0.9528536660113309,0.5945104824351232,0.5667017562911176,0.8239230057575542,0,125.48,0.236964706,0.18124872946434784,60.99583333333333,1,1,20.41708333333333,58.84333333333333,16.47550007288419
2014-02-05,Agrabad,Winter,train,2014,22.323153,91.802209,171.64166666666665,0.781847059,0.48917276216539896,0.5787309210708165,1.598304565321734,0.8452507795164815,3703.2803126736108,2.5383333333333336,-2.0009724428400593,1.5618083730425443,1.4690119879847559,0.5808002734538009,0.8140460935082178,0,171.29333333333332,0.357488235,0.2799892381955055,59.691805555555554,1,1,21.06875,60.85458333333333,35.218429063880755
2014-02-06,Agrabad,Winter,train,2014,22.323153,91.802209,184.685,0.966558824,0.5673200803837049,0.6318723465146847,1.703727503081279,0.897839703720157,4296.693250694444,1.34375,-1.1686684859145136,0.6632330152595531,0.8490784656291076,0.5947266869607634,0.8039279618328213,0,171.64166666666665,0.781847059,0.5787309210708165,61.74902777777777,1,1,22.379583333333333,65.54916666666666,41.41870575374882
2014-02-07,Agrabad,Winter,train,2014,22.323153,91.802209,155.04000000000002,0.434535294,0.2959338778392579,0.32091217221703117,1.4683526508446123,0.9221647025564348,2875.006909917355,1.6131818181818185,-1.3948049942209755,0.8104780111814399,0.5176896814537472,0.6084768701151261,0.7935716089521474,0,184.685,0.966558824,0.6318723465146847,60.00761363636363,1,1,22.98590909090909,53.61909090909091,17.20701893593883
2014-02-08,Agrabad,Winter,train,2014,22.323153,91.802209,152.72750000000002,0.780364706,0.4317408230426495,0.47928372070080283,1.8074841765030676,0.9008042718650309,4815.092779017013,1.856521739130435,-1.5608124798660619,1.0052548784055955,0.8898006466923601,0.6220467484408675,0.7829801036770629,0,155.04000000000002,0.434535294,0.32091217221703117,62.853042380324986,1,1,22.453478260869563,69.39086956521739,33.257914147881486
2014-02-10,Agrabad,Winter,train,2014,22.323153,91.802209,89.01111111111112,1.113666667,0.43115532075028484,0.4710414719908491,2.5829825434185234,0.9153234829366804,7226.9616715976335,1.3792307692307693,-1.1493129393124488,0.7624678893710076,0.6496748917535327,0.6486295610349814,0.7611042586607747,0,152.72750000000002,0.780364706,0.47928372070080283,69.34049964528225,1,1,22.815384615384616,85.01153846153846,40.043960213129765
2014-02-11,Agrabad,Winter,train,2014,22.323153,91.802209,108.04684210526317,0.159423529,0.0711146563767936,0.07421703331152225,2.24178161187071,0.9581985860077888,6416.301276033059,1.890434782608696,-1.3464718550271215,1.3269352700552541,0.14030246123412993,0.6616346182422783,0.7498264012045686,0,89.01111111111112,1.113666667,0.4710414719908491,78.16807540285801,1,1,23.88409090909091,80.10181818181819,5.9449193083135
2014-02-12,Agrabad,Winter,train,2014,22.323153,91.802209,112.88363636363636,1.070623529,0.6115484263672805,0.6517697305966647,1.750676615030664,0.9382890883985001,4539.009817769377,2.043043478260869,-2.028965733423656,-0.23942578527985822,1.3315938974233594,0.6744436188329455,0.7383263540031065,0,108.04684210526317,0.159423529,0.07421703331152225,77.49517685213338,1,1,23.38782608695652,67.37217391304348,43.91114364101599
2014-02-13,Agrabad,Winter,train,2014,22.323153,91.802209,97.1005,0.338864706,0.2621372433027745,0.28675228949357,1.2926995864094122,0.9141591990973537,1612.6795669421485,3.2263636363636365,-2.5351276670734193,1.9956327381781624,0.9251671594660728,0.6870527672236669,0.7266075247685656,0,112.88363636363636,1.070623529,0.6517697305966647,62.5440579710145,1,1,22.786363636363635,40.158181818181816,11.515450578262692
2014-02-14,Agrabad,Winter,train,2014,22.323153,91.802209,98.77625,0.381676471,0.2906946610515218,0.31881640184208043,1.312980670575002,0.9117933060279371,1763.3791850661626,2.4191304347826086,-2.0653670117886263,1.2595440314283635,0.7712584608040589,0.699458327051647,0.7146733860429609,0,97.1005,0.338864706,0.28675228949357,49.840988142292495,1,1,22.727391304347822,41.99260869565217,13.387932408310284
2014-02-15,Agrabad,Winter,train,2014,22.323153,91.802209,103.70944444444444,0.649458824,0.46439484976248246,0.504952102451423,1.398505655978247,0.9196809905493122,2388.32577025,2.0275,-0.9684965584395372,1.7812272921474035,1.02379038772026,0.7116566222817746,0.7025274741691571,0,98.77625,0.381676471,0.31881640184208043,43.67376350461134,1,1,22.924,48.8705,24.677261722852265
2014-02-18,Agrabad,Winter,train,2014,22.323153,91.802209,75.69761904761906,0.445658824,0.2748703867136496,0.3608864215189175,1.621341714283219,0.7616534464133089,3838.92894628099,2.926521739130435,-2.893237387848164,0.4401214686430981,1.0561419579321016,0.7469720876965552,0.6648553979642865,0,103.70944444444444,0.649458824,0.504952102451423,50.940733201581025,1,1,18.985,61.9590909090909,22.360194598747107
2014-02-19,Agrabad,Winter,train,2014,22.323153,91.802209,91.68352941176472,0.229682353,0.13452995593449837,0.1740978302457197,1.7072952369941357,0.7727262065507898,4315.570248999999,2.5255,-2.5237819833394037,-0.0931383410386227,0.4396840702855651,0.7583058084785624,0.6518989958787126,0,75.69761904761906,0.445658824,0.3608864215189175,58.84086363636364,1,1,19.261000000000003,65.693,11.437008762332065
2014-02-20,Agrabad,Winter,train,2014,22.323153,91.802209,142.50652173913045,0.308294118,0.18472049893475442,0.21125082528366534,1.6689762088012403,0.8744131469626862,4108.754261058601,1.3804166666666668,-1.3765617770479073,-0.1030914525158085,0.29161416006865976,0.7694148268839378,0.6387494220515272,0,91.68352941176472,0.229682353,0.1740978302457197,63.9172187088274,1,1,21.795652173913044,64.0995652173913,13.541086052498041
2014-02-21,Agrabad,Winter,train,2014,22.323153,91.802209,175.1465,0.264058824,0.15274382188257302,0.1775490729664736,1.7287692604876954,0.8602907316300968,4427.571600000001,1.767826086956522,-1.3806460383547077,1.1040949191529958,0.31387588290507906,0.7802958510707755,0.6254105729852463,0,142.50652173913045,0.308294118,0.21125082528366534,65.4441884057971,1,1,21.44363636363636,66.54,11.814115315189154
2014-02-22,Agrabad,Winter,train,2014,22.323153,91.802209,166.9813333333333,0.425541176,0.2705135351828459,0.3130779639020573,1.573086447272842,0.8640452742546673,3550.901889197532,1.8557894736842104,-1.8187850325473605,-0.3687486623959688,0.5810067898519231,0.7909456567567772,0.6118864012687243,0,175.1465,0.264058824,0.1775490729664736,63.409669887278596,1,1,21.537222222222223,59.58944444444445,18.65614193672143
2014-02-23,Agrabad,Winter,train,2014,22.323153,91.802209,179.1855,0.551594118,0.36328774506201783,0.39367078787965576,1.5183394581775278,0.9228211903116216,3206.133243801654,2.0168181818181816,-1.9097756157395005,-0.6483152597611813,0.7939624026463784,0.8013610881746766,0.5981809144059165,0,166.9813333333333,0.425541176,0.3130779639020573,60.91739057239059,1,1,23.00227272727273,56.62272727272728,22.29071365734942
2014-02-24,Agrabad,Winter,train,2014,22.323153,91.802209,142.769,0.452182353,0.2862386053105087,0.32256268350179335,1.579739226682848,0.8873890873025221,3591.4959371900827,3.306666666666666,-0.6592904310954043,3.2402747679649755,1.0666072734459298,0.8115390590073611,0.5842981736283684,0,179.1855,0.551594118,0.39367078787965576,58.71375420875422,1,1,22.11909090909091,59.92909090909091,19.330888383459293
2014-02-25,Agrabad,Winter,train,2014,22.323153,91.802209,90.10333333333334,0.446164706,0.33759591348870177,0.31958707209498605,1.321593917975348,1.0563503438223034,1827.2418890625004,3.4125,-2.8375554882178253,-1.895635803967866,1.09059088352414,0.8214765533024142,0.5702422926917871,0,142.769,0.452182353,0.32256268350179335,53.09935606060608,1,1,26.330625,42.74625,13.6611488805403
2014-02-26,Agrabad,Winter,train,2014,22.323153,91.802209,116.12478260869564,0.304729412,0.21622550648086467,0.22555532165498876,1.409312975881352,0.9586362445112465,2465.288002777777,3.2204166666666665,-2.763795461242899,1.6530330170198038,0.7263821171130866,0.8311706263658079,0.5560174366570446,0,90.10333333333334,0.446164706,0.31958707209498605,50.7756691919192,1,1,23.895,49.65166666666666,11.199197645706281
2014-02-27,Agrabad,Winter,train,2014,22.323153,91.802209,145.12291666666667,0.433723529,0.30193279603478906,0.30816845388669023,1.4364902875606327,0.979765424483734,2656.2427515625,2.4308333333333336,-2.4239550285291713,0.18273673443670224,0.7491061499895629,0.8406184056344782,0.5416278206559814,0,116.12478260869564,0.304729412,0.22555532165498876,47.97888888888889,1,1,24.421666666666667,51.53875,15.882616902752655
2014-02-28,Agrabad,Winter,train,2014,22.323153,91.802209,123.87473684210526,0.784664706,0.5070754372182519,0.5349584904776354,1.5474318975191657,0.9478780994119969,3391.713686703601,2.127368421052632,-1.3438472921678721,-1.64917277876669,1.1380537992161068,0.8498170915275278,0.5270777086423722,0,145.12291666666667,0.433723529,0.30816845388669023,53.14294590643275,1,1,23.626842105263155,58.23842105263158,31.155137814116735
2014-03-01,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,75.30190476190475,0.191342466,0.1263608995121545,0.1775189067275309,1.086525020230292,0.9920350590563654,3179.6441361111106,2.9258333333333333,-1.5628503578648671,-2.4734590057985804,0.5193907346003008,0.8587639582758029,0.5123714121284237,1,123.87473684210526,0.784664706,0.5349584904776354,55.38850146198831,1,2,24.727500000000003,56.38833333333333,10.00999528552092
2014-03-02,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,52.31571428571429,0.188382353,0.13077848802692024,0.17476141336019319,1.0757238091352974,1.002060372366096,2683.870645746692,3.572608695652174,-3.347624237902201,1.2477759630876184,0.6243541450350901,0.8674563547295969,0.49751328890718066,1,75.30190476190475,0.191342466,0.1775189067275309,55.47761378082888,1,2,24.977391304347822,51.80608695652174,9.053704977182807
2014-03-03,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,66.69045454545454,0.256576471,0.17572169800044696,0.24085169172579804,1.0786443855109644,0.9876176417519906,2819.1021098298684,3.000869565217392,-1.6113864403639893,-2.531531529975301,0.7227645114310688,0.8758917051442429,0.48250774176121847,1,52.31571428571429,0.188382353,0.17476141336019319,53.76321256038648,1,2,24.617391304347827,53.09521739130435,12.788072931244667
2014-03-05,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,90.4325,0.288441176,0.20369594541722155,0.2779125474227911,1.0720498357678638,0.9681310026001491,2512.8915765624997,2.3233333333333333,-1.7691211628943078,-1.5060172936514604,0.6456834851789512,0.8919813464595485,0.45207220393230435,1,66.69045454545454,0.256576471,0.24085169172579804,51.6766847826087,1,2,24.131666666666664,50.12875,13.931408611620238
2014-03-06,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,115.69869565217392,0.316511765,0.2301485288457385,0.30391790972682947,1.0658015093012936,0.977140993110569,2220.922711111111,2.53625,-1.9419077094748172,-1.6314283650783659,0.7708117985446712,0.8996308696522433,0.43665123195606403,1,90.4325,0.288441176,0.2779125474227911,50.11687801932368,1,2,24.35625,47.126666666666665,14.322638025726382
2014-03-07,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,121.10045454545455,0.426952941,0.3206426103301962,0.41160949222899856,1.058940978534965,0.9795415737878231,1900.9220871455575,2.7269565217391305,-2.7200514278386887,-0.19393839580724445,1.1224411892435995,0.9070138128026359,0.4211008707960896,1,115.69869565217392,0.316511765,0.30391790972682947,46.95166062801933,1,2,24.41608695652174,43.5995652173913,17.945994900535542
2014-03-08,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,101.58222222222224,0.278382353,0.21503679993222208,0.26266950903689323,1.0529937236170248,1.0064825657057268,1626.6625417233563,3.247142857142857,-2.5476787300787267,-2.0132734098970064,0.8529254200583689,0.9141279881853337,0.40542572835999735,1,121.10045454545455,0.426952941,0.41160949222899856,43.68604554865425,1,2,25.08761904761905,40.33190476190477,10.59396162233226
2014-03-09,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,92.59363636363636,0.277064706,0.21599847292326624,0.26717039702620843,1.0510566036005529,0.9866582816266575,1538.4471396975425,3.175652173913044,-3.1465934235218027,0.4286216941872896,0.8484402521214899,0.9209712877166346,0.38963044953078796,1,101.58222222222224,0.278382353,0.26266950903689323,41.05150448585232,1,2,24.593478260869563,39.22304347826087,10.479236098663192
2014-03-10,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,112.271,0.330018293,0.24238499804435187,0.3172073938728522,1.0636688854975465,0.9781112550555081,2121.2432440453686,2.2069565217391305,-2.1671528513746,-0.4172596405427001,0.7000629266515642,0.9275416835791966,0.37371971479046906,1,92.59363636363636,0.277064706,0.26717039702620843,41.87063492063493,1,2,24.380434782608692,46.05695652173913,14.609607147976133
2014-03-11,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,134.083,0.401852941,0.2888884843936956,0.37057211202327983,1.0682364288408983,1.0151425558933653,2334.7803827977314,2.19,-2.0583073938626195,0.7479777218410122,0.8115529253309828,0.9338372288229252,0.35769823883312546,1,112.271,0.330018293,0.3172073938728522,44.5331884057971,1,2,25.303478260869564,48.3195652173913,17.905883334655304
2014-03-12,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,142.77866666666665,0.275211765,0.1765156856204983,0.2477550631405584,1.0928907201323794,1.0164071669676682,3464.852769,1.7171428571428573,-1.6150312360816854,0.5833126934305466,0.42543083699278744,0.9398560579418954,0.3415707691678556,1,134.083,0.401852941,0.37057211202327983,51.07984057971015,1,2,25.335,58.863,14.58360628164269
2014-03-13,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,167.305,1.519267857,0.9686294225532187,1.3392095656401066,1.0941965435710639,1.0367892089031538,3522.57732778828,1.423913043478261,-1.3620859455515493,-0.41503039927030194,1.9069179684658042,0.9455963874271426,0.3253420847119801,1,142.77866666666665,0.275211765,0.2477550631405584,55.51128985507247,1,2,25.84304347826087,59.35130434782609,79.48383451582595
2014-03-14,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,118.52772727272728,0.360223529,0.24132400080001815,0.3042499351448225,1.0834136724191397,1.0928165670105798,3038.1684668402777,2.35625,-2.1274389688840425,-1.012875854275144,0.7168889096849881,0.9510565162951535,0.30901699437494745,1,167.305,1.519267857,1.3392095656401066,57.77796256038648,1,2,27.23958333333333,55.11958333333333,16.770129654376305
2014-03-15,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,132.06227272727273,0.306141176,0.22927643296079628,0.263362217294523,1.05952806758925,1.0971242393309204,1928.2026495274104,2.738695652173913,-2.5028941055773206,-1.111744112420929,0.7212689594513916,0.9562348265919056,0.29260033563334836,1,118.52772727272728,0.360223529,0.3042499351448225,52.79406400966184,1,2,27.34695652173913,43.91130434782609,11.564578477338108
2014-03-16,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,134.79391304347828,0.361329412,0.27365584640856155,0.3193484965660137,1.0571575522052277,1.0702832326728322,1818.240667361111,2.149583333333333,-2.139386679680278,0.20912470382774218,0.6864662057433603,0.9611297838723007,0.27609697309746883,1,132.06227272727273,0.306141176,0.263362217294523,47.22390700483092,1,2,26.677916666666665,42.64083333333333,13.617286017321963
2014-03-17,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,160.84949999999998,0.241347059,0.1702317767342571,0.21250206989276735,1.0723098017591453,1.059152682508754,2525.0146430839,1.635909090909091,-1.463347297829481,0.7313092640286767,0.34763406797457713,0.9657399376548549,0.2595117970697999,1,134.79391304347828,0.361329412,0.3193484965660137,45.600553830227746,1,2,26.40047619047619,50.24952380952381,10.678127820649705
2014-03-18,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,134.85772727272726,0.805476471,0.4197895714974556,0.6926801556375696,1.1392111910781106,1.0207417304430368,5305.412246502836,1.7,-1.6322398898463735,0.47517674816251093,1.1775562645838682,0.9700639218515071,0.2428497220959356,1,160.84949999999998,0.241347059,0.21250206989276735,55.24287267080746,1,2,25.443043478260872,72.83826086956522,50.45361787550033
2014-03-19,Agrabad,Pre-Monsoon,train,2014,22.323153,91.802209,99.53105263157894,0.764447059,0.39879846979513595,0.657887633346416,1.1389870497362207,1.020180234819898,5297.621565532881,1.808095238095238,-1.3500629157436062,1.202721295045759,1.1895234970554007,0.9741004551724205,0.22611568550828828,1,134.85772727272726,0.805476471,0.6926801556375696,65.29084886128365,1,2,25.42904761904762,72.78476190476191,47.88419475320619
