Time,month,year,Agrabad,Baira,Darus Salam,East Chandana,Farmgate,Khanpur,Khulshi,Red Crescent Office,Sopura,Uttar Bagura Road
22-05-2015,5,2015,0.113,0.806474576,,,0.545,,0.924333333,,,
23-05-2015,5,2015,1.838777778,,,,,,1.829166667,,2.419454545,
24-05-2015,5,2015,,1.51975,1.2005,,1.15645,0.952162162,,1.011211538,,1.066727273
25-05-2015,5,2015,1.1845,,1.1233125,1.093,1.111208333,1.416305556,1.1846,1.394888889,1.136258824,1.678
26-05-2015,5,2015,0.959,2.740333333,,,,,0.959,0.84475,,0.824454545
27-05-2015,5,2015,,,,1.732923077,,,,,,
28-05-2015,5,2015,0.373767442,0.388090909,,,,0.015222222,0.243209302,0.668386364,,0.473813953
29-05-2015,5,2015,,,,,,,,,,
30-05-2015,5,2015,,1.482333333,,,,,,1.09325,,1.129
31-05-2015,5,2015,0.960875,1.0073125,,1.001105263,,,,0.702625,,0.9054
01-06-2015,6,2015,0.9525,,,,,,0.967,,,
02-06-2015,6,2015,0.80875,0.5635,0.848588235,,0.65926,0.761444444,0.7236,0.738818182,,0.62375
03-06-2015,6,2015,,0.743277778,0.563,0.581,,,,0.73975,,0.81
04-06-2015,6,2015,,,0.7772,0.899818182,0.756,0.516511111,,0.516,0.85025,0.50325
05-06-2015,6,2015,,,,,,,,,,
06-06-2015,6,2015,,,,,,0.704727273,,0.736166667,,0.716
07-06-2015,6,2015,,0.780476471,0.715606061,,0.5903875,0.805808824,,0.7685,,0.77878125
08-06-2015,6,2015,,,,,,,,,,
09-06-2015,6,2015,,,,,,,,,,
10-06-2015,6,2015,,,,,,,,,,
11-06-2015,6,2015,,,,,,,,1.842133333,,1.749074074
12-06-2015,6,2015,,,,,,,,,,
13-06-2015,6,2015,,,,,1.240285714,,,0.837157895,,0.860346154
14-06-2015,6,2015,,,,,,,,,,
15-06-2015,6,2015,,,,,,,,,,
16-06-2015,6,2015,,,,,,,,0.02,,
17-06-2015,6,2015,0.595,,0.935,0.483894737,,0.785,0.586666667,0.49175,,0.46025
18-06-2015,6,2015,0.374333333,0.188642857,,0.5807,,,0.363714286,0.285083333,,0.200363636
19-06-2015,6,2015,,,0.457565789,0.214618421,0.408842593,,0.522,0.155125,0.7264,0.236785714
20-06-2015,6,2015,,0.604,,,,,,0.350666667,0.565,0.488
21-06-2015,6,2015,,,,,,,,,,
22-06-2015,6,2015,,,,,,,,,,
23-06-2015,6,2015,,,,,,,,,,
24-06-2015,6,2015,,,,,,,,,,
25-06-2015,6,2015,,,,,,,,,,
26-06-2015,6,2015,,,,,,,,,,
27-06-2015,6,2015,,,,,,,,,,
28-06-2015,6,2015,0.914,0.9115,0.874733333,,0.777814815,,0.891642857,0.616571429,,0.720894737
29-06-2015,6,2015,,,,,,,,,,0.595
30-06-2015,6,2015,,,0.7,0.574190909,0.615888889,0.667235294,,0.7166,0.5325,0.785
01-07-2015,7,2015,,,,,,,,,,
02-07-2015,7,2015,,,,,0.922,,,,,
03-07-2015,7,2015,,,,,,,,,,
04-07-2015,7,2015,,,,,,,,,,
05-07-2015,7,2015,,,,,,,,,,
06-07-2015,7,2015,,,,,,,,,,
07-07-2015,7,2015,,,,,,,,,,
08-07-2015,7,2015,,,,,,,,,,
09-07-2015,7,2015,,,,,,,,,,
10-07-2015,7,2015,,,,,,,,,,1.05875
11-07-2015,7,2015,,,,,,,,,,
12-07-2015,7,2015,,0.9218,,1.743136364,,,,0.858,,
13-07-2015,7,2015,,2.3139,,,,,,,,
14-07-2015,7,2015,,,,,,,,,,
15-07-2015,7,2015,,,,,,,,,,
16-07-2015,7,2015,,,,,,,,,,
17-07-2015,7,2015,,,,,,,,,,
18-07-2015,7,2015,,,,,,,,,,
19-07-2015,7,2015,,,,,,,,,,
20-07-2015,7,2015,,,,,,,,,,
21-07-2015,7,2015,,,,,,,,,,
22-07-2015,7,2015,,,,,,,,,,
23-07-2015,7,2015,,,,,,,,,,
24-07-2015,7,2015,,,,,,,,,,
25-07-2015,7,2015,,,,,,,,,0.399857143,
26-07-2015,7,2015,,,,,,,,,,
27-07-2015,7,2015,,,0.41725,0.339942857,0.412833333,0.350877551,,0.321666667,0.288525,
28-07-2015,7,2015,,,0.005425287,,,,,,0.102023529,0.002093023
29-07-2015,7,2015,,,,,,,,,,
30-07-2015,7,2015,,,,,,,,,,
31-07-2015,7,2015,,,,,,,,,,
01-08-2015,8,2015,,,,,,,,,,
02-08-2015,8,2015,,,,,,,,,,
03-08-2015,8,2015,0.9222,,,,,,0.947428571,0.999625,,0.93575
04-08-2015,8,2015,,,,,1.691,,,,,
05-08-2015,8,2015,,,0.877095238,,0.848470588,0.727304348,,0.868714286,,0.817666667
06-08-2015,8,2015,,,,,,,,,,
07-08-2015,8,2015,,,,,,,,,,
08-08-2015,8,2015,0.95,,0.509,,0.563333333,0.57216,,,,
09-08-2015,8,2015,0.430333333,0.577333333,,,,,,,,
10-08-2015,8,2015,,,0.42364,0.544636364,0.419708333,0.675,,,,
11-08-2015,8,2015,,,,,,,,,,
12-08-2015,8,2015,,,,,,,,,,
13-08-2015,8,2015,,,,,,,,,,
14-08-2015,8,2015,,,,,,,,,,
15-08-2015,8,2015,,,,,,,,,,
16-08-2015,8,2015,,,,,,,,,,
17-08-2015,8,2015,,,,,,,,,,
18-08-2015,8,2015,,,,,,,,,,
19-08-2015,8,2015,,,,,,,,,,
20-08-2015,8,2015,,,,,,,,,,
21-08-2015,8,2015,,,,,,,,,,
22-08-2015,8,2015,,,,,,,,,,
23-08-2015,8,2015,,,,,,,,0.925,,0.871666667
24-08-2015,8,2015,,,,,,,,,,0.885666667
25-08-2015,8,2015,0.837142857,0.794,,,,,0.8272,0.866,,0.8395
26-08-2015,8,2015,,,,,,0.921666667,,,,
27-08-2015,8,2015,,,,,,,,,,
28-08-2015,8,2015,,,,,,,,,,
29-08-2015,8,2015,,,,,,,,,,
30-08-2015,8,2015,,,,,,,,,,
31-08-2015,8,2015,,,,,,,,,,
01-09-2015,9,2015,,,,,,,,,,
02-09-2015,9,2015,,,,,,,,,,
03-09-2015,9,2015,,,,,,,,,,
04-09-2015,9,2015,,1.267076923,,,,,,,,
05-09-2015,9,2015,,,,,,2.166565217,,,,
06-09-2015,9,2015,,0.732625,0.212287356,,0.656688889,0.282866667,,,,
07-09-2015,9,2015,,1.416,,,,,,,,
08-09-2015,9,2015,1.497,,2.008727273,,,1.7455,,1.179846154,,
09-09-2015,9,2015,1.23275,1.030540541,,,1.643,,1.650333333,,,1.170090909
10-09-2015,9,2015,,,,,,,,,,
11-09-2015,9,2015,0.772333333,0.616666667,0.208882716,0.1775,0.164593023,0.203559701,0.725666667,0.483777778,0.215528846,0.274979167
12-09-2015,9,2015,,,,,,,,0.696666667,,
13-09-2015,9,2015,,,0.429875,0.425,,0.500829268,,,0.578541667,0.582
14-09-2015,9,2015,,0.562,0.693,0.501733333,0.603935484,0.586604651,,,0.370037975,0.809
15-09-2015,9,2015,,,0.56264,0.259,0.4971,0.537902778,,0.450133333,0.345090909,0.4306
16-09-2015,9,2015,,0.876,0.756578947,,0.677869565,0.610842857,,0.476009804,0.866444444,0.657428571
17-09-2015,9,2015,,,0.074103448,0.444221591,0.157244444,,,0.164329545,0.300447059,
18-09-2015,9,2015,,,,,,,,,,
19-09-2015,9,2015,,,,,,,,,,
20-09-2015,9,2015,,,,,,,,,,
21-09-2015,9,2015,,,,,,,,,,
22-09-2015,9,2015,,,,,,,,,,
23-09-2015,9,2015,,,,,,,,,,
24-09-2015,9,2015,,0.077488636,0.184712644,0.209977273,0.163622222,,,,0.167141176,0.130046512
25-09-2015,9,2015,0.19947619,0.592488636,0.717626437,0.626943182,0.712888889,0.397755556,0.24656383,0.028159091,0.608205882,0.726517442
26-09-2015,9,2015,0.6825,0.657051136,0.295091954,0.555994318,0.492755556,0.553461111,0.887031915,0.788227273,0.323970588,0.739145349
27-09-2015,9,2015,0.723714286,0.635977273,0.042632184,,0.021011111,0.379316667,0.677787234,0.308698864,0.035129412,0.625877907
28-09-2015,9,2015,0.753741379,0.82908,0.902,0.73837037,0.924411765,0.679522388,0.726026316,0.382076271,0.5905,0.681726744
29-09-2015,9,2015,0.126642857,0.081852273,0.604896552,0.372755682,0.560916667,0.575744444,0.184819149,0.397181818,0.275752941,0.847081395
30-09-2015,9,2015,,0.863441176,1.180352941,,1.15625,0.9326,,0.673234568,0.90046,1.279666667
01-10-2015,10,2015,,1.647333333,1.956681818,,1.810269231,1.856088608,,0.799545455,1.401333333,
02-10-2015,10,2015,1.297,,,,2.0162,,1.485,1.78055,,1.086
03-10-2015,10,2015,1.568,,1.21633125,1.166,1.162822222,1.153282609,1.546625,0.926655172,0.95125,1.565272727
04-10-2015,10,2015,,1.51245,,,,,,,0.813939394,
05-10-2015,10,2015,0.107047619,0.046784091,0.09845977,0.531960227,0.1669,0.203455556,0.070531915,0.003681818,0.037917647,0.344377907
06-10-2015,10,2015,,,,0.566,,0.595,,0.7885,,0.475
07-10-2015,10,2015,,,,,,,,0.453,,
08-10-2015,10,2015,,0.737333333,0.568,0.5124,0.6664,0.608571429,0.583,,0.407454545,0.617142857
09-10-2015,10,2015,,,0.403873563,0.965931818,0.518677778,0.440911111,,,0.213058824,
10-10-2015,10,2015,,0.742192308,,,,,0.886,0.824391304,,0.847903226
11-10-2015,10,2015,,0.669,0.983,0.4822,0.9375,,,0.294772727,0.185134146,0.803230769
12-10-2015,10,2015,,,,,,,,0.252066667,0.575,
13-10-2015,10,2015,0.5542,0.533,0.691083333,0.678333333,0.5350625,0.682409091,0.548,0.320265823,,0.57725
14-10-2015,10,2015,0.573675676,0.772490385,,0.92252381,0.88925,0.701646341,0.53098913,0.356482353,0.864789474,0.506967105
15-10-2015,10,2015,0.771375,0.763875,0.973,,0.750866667,0.794041667,0.778911765,0.301482955,,0.6747
16-10-2015,10,2015,0.583,0.616833333,0.9344,,0.9025,,0.776272727,0.543693182,0.7355,0.8155625
17-10-2015,10,2015,0.665354167,0.776625,0.42362,0.412416667,0.408128378,0.565063636,0.662619048,0.322960227,0.430824561,0.751954545
18-10-2015,10,2015,0.529217391,0.814588235,0.37968125,0.349961538,0.358661765,0.549680556,0.440783333,0.318890805,0.287178571,0.462944444
19-10-2015,10,2015,0.72215625,0.8955625,0.463335443,0.422479167,0.449597015,0.451378571,0.739397059,0.362565217,0.55416,0.853096774
20-10-2015,10,2015,0.490809524,,0.398655172,0.426778409,0.267305556,0.315416667,0.561404255,0.535715909,0.185794118,0.500156977
21-10-2015,10,2015,1.001909091,,0.991583333,,0.966166667,0.875333333,0.974714286,0.523281609,,0.96626087
22-10-2015,10,2015,1.191280488,1.184686567,1.626538462,1.561825581,1.556486111,1.617567568,1.284202703,1.015269231,1.758282353,1.338571429
23-10-2015,10,2015,0.555071429,0.593534091,0.439402299,,0.5061,0.89685,0.578,0.848892045,,0.528290698
24-10-2015,10,2015,0.511107143,0.857045455,0.544178161,0.5308125,0.521811111,0.576866667,0.531117021,0.293420455,0.562247059,0.486238372
25-10-2015,10,2015,0.603565789,0.615034091,0.745345679,0.783318182,0.6659375,0.739214286,0.676121212,0.172625,0.707855556,0.63976
26-10-2015,10,2015,0.553363636,0.658253731,0.703219178,0.624970588,0.673478873,0.712964286,0.558384615,0.161863636,0.570547619,0.5433
27-10-2015,10,2015,0.108571429,0.450318182,0.660511494,0.282585227,0.538461111,0.5127,0.143755319,0.125954545,0.497217647,0.358662791
28-10-2015,10,2015,,0.15275,,,,0.298033333,,,,
29-10-2015,10,2015,,,,,,,,0.285085714,,
30-10-2015,10,2015,,,,,,,,,,
31-10-2015,10,2015,,,,,,,,,0.311,
01-11-2015,11,2015,0.24,0.396857143,0.526738095,0.483888889,0.528285714,0.41875,,0.143846591,0.414666667,0.336333333
02-11-2015,11,2015,0.302833333,0.414442857,0.671176471,0.412705882,0.5156,0.3806,0.25475,0.114852564,0.5313,0.207028302
03-11-2015,11,2015,0.15415,0.623733333,0.835423729,0.804108696,0.772348485,0.784085366,0.199428571,0.741097561,0.537719298,0.240146667
04-11-2015,11,2015,0.429,0.858,,1.488954545,,,0.480351852,1.0267,,0.600381818
05-11-2015,11,2015,0.236440476,0.405875,0.864431034,0.200420455,0.791333333,0.70665,0.2675,0.513806818,0.191411765,0.280837209
06-11-2015,11,2015,0.733214286,0.892545455,1.036563218,1.092647727,1.002861111,0.850516667,0.765659574,0.928176136,1.076194118,0.749162791
07-11-2015,11,2015,0.608369048,1.016630682,0.535471264,0.5175,0.482572222,0.474944444,0.614404255,0.240818182,0.533147059,0.587122093
08-11-2015,11,2015,0.219333333,,,,,,0.098361702,0.292113636,,
09-11-2015,11,2015,0.820264706,0.504517045,0.673,0.712734375,0.707860759,0.809947059,0.831035714,,0.562138889,0.690395833
10-11-2015,11,2015,0.297738095,0.453477273,0.481695402,0.400289773,0.450727778,0.549438889,0.338893617,0.346886364,0.366970588,0.57047093
11-11-2015,11,2015,0.47547619,0.377454545,0.076816092,0.118363636,0.108122222,0.196688889,0.471382979,0.346119318,0.168517647,0.410418605
12-11-2015,11,2015,0.513464286,1.064704545,0.326735632,0.401176136,0.310283333,0.488272222,0.539510638,0.216414773,0.335529412,0.583883721
13-11-2015,11,2015,1.176047619,1.236130682,0.48704023,0.209789773,0.434272222,0.429216667,1.182265957,0.275965909,0.362870588,0.548261628
14-11-2015,11,2015,1.20125,1.379301136,1.260655172,0.959113636,1.260633333,1.293033333,1.025946809,0.555982955,0.592752941,1.271790698
15-11-2015,11,2015,0.326702381,,1.50695977,1.428647727,1.478438889,1.545494444,,0.455215909,1.238729412,0.914186047
16-11-2015,11,2015,,,,,,,,0.637795455,,
17-11-2015,11,2015,,0.323670455,,,,,,,,
18-11-2015,11,2015,0.794642857,2.11275,0.658057471,0.580761364,0.579505556,0.482322222,0.74837234,0.289664773,0.604458824,0.61272093
19-11-2015,11,2015,0.39197619,0.497119318,0.134833333,0.114738636,0.100916667,0.140511111,0.338574468,0.074272727,0.123305882,0.264418605
20-11-2015,11,2015,0.121952381,0.251784091,0.174241379,0.161767045,0.157944444,0.129177778,0.130755319,0.097625,0.166288235,0.123494186
21-11-2015,11,2015,0.182559524,0.240079545,0.119511494,0.141994318,0.074627778,0.090983333,0.197117021,0.097204545,0.150758824,0.145005814
22-11-2015,11,2015,0.235845238,0.348909091,0.250206897,0.151039773,0.207355556,0.179722222,0.235234043,0.070625,0.145576471,0.195988372
23-11-2015,11,2015,0.269059524,0.512715909,0.183051724,0.194,0.195311111,0.225744444,0.300925532,0.063528409,0.198817647,0.314238372
24-11-2015,11,2015,0.553357143,0.642261364,0.636563218,0.355017045,0.651433333,0.65865,0.579106383,0.154164773,0.264494118,0.682895349
25-11-2015,11,2015,0.587964286,0.461482955,0.474310345,0.393670455,0.435138889,0.5767,0.660670213,0.165255682,0.296811765,0.832319767
26-11-2015,11,2015,0.465346154,0.593744318,0.957411765,0.9296,0.88259375,0.856977011,0.483922222,0.356460227,1.074447059,0.4930625
27-11-2015,11,2015,0.649242424,0.864,,,,,0.653852941,0.315445783,,0.605571429
28-11-2015,11,2015,0.653690476,0.831823864,0.512643678,0.471397727,0.511611111,0.449372222,0.709957447,0.254119318,0.407594118,0.631697674
29-11-2015,11,2015,1.027904762,1.308471591,0.692833333,0.600920455,0.680894444,0.808833333,0.9555,0.241818182,0.516347059,0.763412791
30-11-2015,11,2015,0.023714286,,0.922465517,0.931431818,0.948127778,0.248244444,0.021191489,0.4259375,0.782094118,
01-12-2015,12,2015,,,,,,,,,,
02-12-2015,12,2015,,,2.870568966,1.466113636,2.753466667,2.546361111,,0.977534091,0.315517647,
03-12-2015,12,2015,0.786928571,1.1693125,,2.052607955,0.400166667,1.694577778,0.517489362,1.280113636,1.370329412,0.900337209
04-12-2015,12,2015,0.868190476,0.892352273,0.717086207,0.780255682,0.70955,0.754861111,0.888031915,0.636420455,0.887623529,0.727011765
05-12-2015,12,2015,1.515642857,2.032460227,1.653637931,1.2720625,1.615577778,1.410494444,1.489351064,0.402914773,1.106470588,1.550906977
06-12-2015,12,2015,1.035333333,0.435715909,,,,,0.983244681,0.425590909,,1.516104651
07-12-2015,12,2015,1.501,1.211710227,1.927711864,,2.036435294,2.103677966,1.702542857,0.580698864,,1.631690476
08-12-2015,12,2015,0.60225,0.735886364,0.502011494,0.595840909,0.560411111,0.719005556,0.296351064,0.5343125,0.644223529,0.115906977
09-12-2015,12,2015,0.726833333,1.394352273,0.625701149,0.555789773,0.5915,0.543983333,0.687361702,0.969290698,0.640652941,0.639535714
10-12-2015,12,2015,,,2.800545455,2.309732394,2.636916667,2.240622222,,1.458840909,1.907888235,
11-12-2015,12,2015,1.652,,,,,,1.659315789,,,
12-12-2015,12,2015,,,,,,,,2.983142857,,
13-12-2015,12,2015,,,,,,,,,,
14-12-2015,12,2015,,2.424045455,2.112137931,1.950068182,2.140116667,2.117422222,,1.257107955,1.700770588,
15-12-2015,12,2015,0.983559524,0.983255682,0.919413793,0.835903409,0.882777778,0.878966667,1.032968085,0.958693182,0.796388235,1.102575581
16-12-2015,12,2015,0.780202381,1.0379375,0.754896552,0.910903409,0.771077778,0.806894444,0.720765957,0.9711875,0.970094118,0.718017442
17-12-2015,12,2015,,,,,,,,1.101278409,,
18-12-2015,12,2015,1.47475,1.236255682,1.258482759,1.272079545,1.263994444,1.259811111,1.512882979,0.932801136,1.317658824,1.441773256
19-12-2015,12,2015,0.82775,1.023352273,1.071086207,1.079181818,1.073544444,1.192355556,0.914425532,0.597238636,0.982735294,1.06330814
20-12-2015,12,2015,1.157988095,1.497761364,0.921844828,0.844573864,0.947311111,1.001933333,1.231351064,0.273545455,0.882817647,1.28219186
21-12-2015,12,2015,1.329833333,1.754784091,0.70608046,0.652306818,0.648716667,0.63425,1.247787234,0.197051136,0.643858824,1.141674419
22-12-2015,12,2015,0.83772619,0.947255682,0.758189655,0.645846591,0.736994444,0.676027778,0.788393617,0.194068182,0.4716,0.716965116
23-12-2015,12,2015,1.697738095,2.509852273,1.141712644,1.122034091,1.129188889,1.212411111,1.660148936,0.313051136,1.017688235,1.338901163
24-12-2015,12,2015,,0.122659091,,,,,,,,0.834697674
25-12-2015,12,2015,0.717440476,0.789488636,0.444086207,0.523380682,0.422016667,0.547544444,0.702361702,0.636767045,0.445841176,0.694343023
26-12-2015,12,2015,0.559309524,0.746340909,0.627454023,0.654426136,0.599922222,0.616594444,0.62612766,0.555784091,0.6457,0.694837209
27-12-2015,12,2015,0.879011905,1.138823864,0.88037931,0.954846591,0.907561111,1.059955556,0.849212766,0.633232955,0.895317647,0.889784884
28-12-2015,12,2015,0.976166667,1.517772727,1.171344828,1.428988636,1.282705556,1.322544444,0.969319149,0.874954545,1.426370588,1.149267442
29-12-2015,12,2015,0.089690476,1.280454545,0.361356322,0.882352273,0.6549,0.588622222,0.067340426,0.537573864,0.883717647,0.261151163
30-12-2015,12,2015,0.445928571,0.973954545,0.778137931,0.619590909,0.744688889,0.885466667,0.346191489,0.282818182,0.685352941,
31-12-2015,12,2015,,,,,,,,,,
01-01-2016,1,2016,0.367170588,0.679386364,0.679241379,0.642221591,0.650027778,0.556722222,0.397694444,0.259511364,0.647911765,0.627802326
02-01-2016,1,2016,0.192717647,0.988443182,0.533770115,0.531068182,0.528983333,0.577883333,0.201638889,0.158738636,0.491129412,0.552854651
03-01-2016,1,2016,0.634370588,1.062852273,1.012528736,0.922238636,1.015944444,0.979466667,0.642255556,0.162204545,0.863,0.746994186
04-01-2016,1,2016,1.060241176,1.252693182,0.750821839,0.828585227,0.790516667,0.835261111,1.12445,0.354863636,0.8212,0.886366279
05-01-2016,1,2016,0.428305882,1.23375,0.811344828,0.659022727,0.7802,0.929427778,0.431444444,0.292482955,0.642729412,1.059930233
06-01-2016,1,2016,0.406335294,1.464681818,0.712798851,0.773267045,0.719077778,0.820066667,0.436311111,0.548801136,0.7698,1.268790698
07-01-2016,1,2016,0.009858824,0.998465909,0.227252874,0.040568182,0.096166667,0.5727,0.009311111,0.099329545,0.726741176,0.601488372
08-01-2016,1,2016,0.610717647,1.579556818,1.298867816,1.358352273,1.25795,1.174622222,0.671711111,0.601522727,1.315388235,1.073951389
09-01-2016,1,2016,,1.385461538,,1.822306818,,0.989283333,,,1.004195652,0.927285714
10-01-2016,1,2016,1.098,1.360142045,,,,,1.10155,1.335556818,,1.022837209
11-01-2016,1,2016,0.839741176,0.295852273,0.471304598,0.637602273,0.537333333,0.691044444,0.905966667,1.063403409,0.707182353,0.294534884
12-01-2016,1,2016,0.242317647,1.114954545,0.790367816,0.961744318,0.818422222,1.012994444,0.324277778,1.161545455,1.046958824,
13-01-2016,1,2016,0.968241176,1.428210227,1.689988506,1.164380682,1.775133333,1.889072222,0.963688889,0.042443182,1.670894118,1.14780814
14-01-2016,1,2016,,,0.064482759,1.387613636,,,,1.290539773,1.512105882,
15-01-2016,1,2016,0.499511765,1.006693182,1.185873563,1.177431818,1.108933333,1.153322222,0.553566667,1.084551136,1.344564706,0.790046512
16-01-2016,1,2016,0.792347059,1.396642045,1.413011494,0.800863636,1.329588889,1.26475,0.821394444,1.776954545,1.321541176,0.78294186
17-01-2016,1,2016,0.782305882,1.888738636,0.812764368,1.055903409,0.81795,0.730138889,0.832638889,1.031420455,1.1282,0.989145349
18-01-2016,1,2016,0.671641176,2.399403409,0.644287356,0.649113636,0.6251,0.629233333,0.713761111,1.353829545,0.725370588,1.498093023
19-01-2016,1,2016,0.728088235,2.170181818,2.081810345,1.995835227,2.049972222,1.868005556,0.756377778,0.640920455,2.117752941,1.845383721
20-01-2016,1,2016,0.750211765,2.508795455,,,,,0.780666667,,,
21-01-2016,1,2016,,,,,,,,0.967816667,,
22-01-2016,1,2016,0.700533333,1.108545455,2.569,,2.733666667,1.692633333,0.709525,1.364785714,,1.627014085
23-01-2016,1,2016,0.573811765,0.783068182,0.974770115,,0.281255556,0.013644444,0.604855556,0.657965909,,0.433093023
24-01-2016,1,2016,0.361964706,0.6485625,0.683804598,0.789636364,0.684511111,0.859972222,0.3731,,0.507858824,0.413401163
25-01-2016,1,2016,0.338164706,0.809846591,0.544896552,0.553454545,0.434477778,0.658872222,0.365238889,0.720772727,0.410541176,0.379633721
26-01-2016,1,2016,0.4256,0.961340909,0.834729885,0.801426136,0.817727778,0.844938889,0.427872222,0.562409091,0.854670588,1.087680233
27-01-2016,1,2016,0.609694118,,0.986551724,0.991232955,0.912694444,0.873977778,0.595877778,0.908329545,0.843841176,1.598104651
28-01-2016,1,2016,2.908729412,2.574295455,1.868953125,1.812153409,1.941252874,2.014433333,3.14077907,1.036710227,1.485735294,
29-01-2016,1,2016,0.892517647,1.040715909,1.85062069,1.701829545,1.819788889,1.668638889,0.904633333,1.715068182,1.745147059,
30-01-2016,1,2016,1.199141176,1.658193182,2.274425287,1.894210227,2.205111111,2.268883333,1.866122222,1.863920455,1.312352941,1.615372093
31-01-2016,1,2016,,,,,,,,,,
01-02-2016,2,2016,,1.106676136,,,0.148022222,0.870044444,,,0.244470588,0.167104651
02-02-2016,2,2016,0.714323529,1.292846591,1.284344828,1.335306818,1.38465,1.275988889,0.732316667,2.9309,1.397070588,1.525791667
03-02-2016,2,2016,1.091364706,,1.964389831,,1.992231707,2.159566667,1.109488889,2.312634615,,2.4
04-02-2016,2,2016,1.137311765,1.320420455,1.275626437,1.205585227,1.271327778,1.196944444,1.134561111,0.735596591,1.0318,1.22702907
05-02-2016,2,2016,0.753582353,1.050403409,0.720327586,0.726284091,0.781722222,0.671016667,0.770061111,0.743363636,0.750741176,0.657965116
06-02-2016,2,2016,0.562635294,1.165590909,0.970655172,0.821193182,0.949194444,0.895122222,0.583166667,0.544232955,0.766452941,1.017802326
07-02-2016,2,2016,0.299523529,1.046994318,1.045076923,1.064715909,1.035555556,0.832,0.317094444,,,0.982320988
08-02-2016,2,2016,0.582894118,1.405823864,1.379678161,1.475181818,1.365194444,1.190605556,0.557177778,0.311636364,1.327205882,0.899982558
09-02-2016,2,2016,,,,2.341583333,,,,2.959380952,2.611647059,
10-02-2016,2,2016,,0.867534091,,1.904318182,,1.611161111,,,1.335294118,0.235697674
11-02-2016,2,2016,1.036223529,1.596460227,1.826563218,2.04675,1.879955556,1.718344444,1.050122222,1.899204545,1.910523529,0.85377907
12-02-2016,2,2016,,,,,0.023322222,,,,,
13-02-2016,2,2016,0.634264706,1.463193182,1.134689655,0.895090909,1.096527778,1.144572222,0.491561111,0.638426136,0.923694118,
14-02-2016,2,2016,1.1054,,0.839022989,2.124625,0.540166667,1.539283333,1.168755556,0.921960227,1.755411765,0.054918605
15-02-2016,2,2016,0.884741176,1.009990741,2.121287356,1.976820896,2.205072222,1.89475,0.892083333,0.903875,1.96852381,1.218189873
16-02-2016,2,2016,0.777352941,,0.349942529,1.471363636,0.1076,0.807077778,0.8067,1.010170455,1.097376471,1.07527907
17-02-2016,2,2016,1.028517647,,1.581528736,1.398534091,1.694861111,1.264088889,1.047488889,0.935005682,0.805905882,2.024895349
18-02-2016,2,2016,0.901623529,1.242363636,1.135212644,1.146017045,1.161027778,1.070238889,0.924805556,1.161568182,1.129311765,1.040331395
19-02-2016,2,2016,0.973588235,0.648079545,0.430551724,0.669590909,0.520455556,0.3394,1.064911111,0.529727273,0.579023529,0.470674419
20-02-2016,2,2016,0.328047059,,,,,0.754422222,0.149655556,,,0.580767442
21-02-2016,2,2016,1.290235294,1.050863636,1.453114943,1.3376,1.460366667,1.149810811,1.353797753,,1.0495,1.299315068
22-02-2016,2,2016,,0.527602273,,0.50704,,0.685416667,,,0.502741176,0.837968254
23-02-2016,2,2016,,,,,,,,0.369193182,,
24-02-2016,2,2016,,,,,,,,,,
25-02-2016,2,2016,,,0.931,,0.914642857,0.863301587,,0.746076923,,
26-02-2016,2,2016,,1.124547619,0.778852941,0.444978723,0.851680851,0.6494,,0.395166667,0.416438596,
27-02-2016,2,2016,,0.855454545,0.432563218,0.146897727,1.2343,1.235444444,,0.471272727,1.060717647,1.116313953
28-02-2016,2,2016,0.723935294,0.667,1.043247126,0.947715909,1.084194444,0.987727778,0.744627778,0.358659091,0.674476471,0.858883721
29-02-2016,2,2016,0.844011765,1.448375,1.125787356,0.978329545,1.161611111,1.145516667,0.837061111,0.494488636,0.860805882,1.660255814
01-03-2016,3,2016,0.769011765,1.111863636,0.217632184,0.654488636,0.681533333,,0.775133333,0.341897727,0.788911765,1.569831395
02-03-2016,3,2016,0.798605882,0.9215,1.487390805,1.318772727,1.560077778,1.574188889,0.819538889,0.761477273,1.323670588,1.317302326
03-03-2016,3,2016,,0.341034091,,0.821670455,,,,1.185897727,0.537423529,0.088151163
04-03-2016,3,2016,0.545810127,0.416862069,1.085649425,1.207465909,1.210327778,0.854325843,0.56547619,1.7746,1.282316456,0.423928571
05-03-2016,3,2016,0.428152941,0.595909091,1.063586207,1.196625,1.052422222,0.892705556,0.276688889,1.364710227,1.144070588,0.836465116
06-03-2016,3,2016,0.834447059,1.247090909,0.271896552,1.642710227,0.338622222,1.226788889,0.863655556,0.799528409,0.280811765,1.071
07-03-2016,3,2016,1.429058824,0.939988636,0.953425287,1.014039773,0.941894444,0.878183333,1.447566667,0.782761364,0.973594118,1.50975
08-03-2016,3,2016,1.093029412,1.223931818,0.128103448,,,,1.053888889,,0.822129412,1.217313953
09-03-2016,3,2016,1.004505882,1.078386364,1.013327586,1.010863636,0.996066667,0.709738889,0.994855556,,0.977205882,1.02944186
10-03-2016,3,2016,1.650078947,,1.340289063,1.089828125,1.272475,,1.641933333,3.105705882,0.977391026,
11-03-2016,3,2016,0.925052941,1.391193182,1.253965517,1.20825,1.129911111,,1.26825,0.272647727,1.021764706,0.149709302
12-03-2016,3,2016,,,,,,,,0.955102273,,0.005918605
