Date,PM2.5,AOD,AOD_log,AOD_sqrt,AOD_sq,AOD_BLH_corr,AOD_RH_corr,AOD_FULL_corr,BL_proxy,f_RH,Wind Speed,Temperature,RH,Solar Rad,BP,Rain,Wet_scavenge,AOD_x_RH,AOD_x_Temp,AOD_x_WS,AOD_x_SolRad,AOD_x_Season,AOD_x_WindPol,Month,DayOfYear,Year,Month_sin,Month_cos,DOY_sin,DOY_cos,WindDir_sin,WindDir_cos,Season_ord,AOD_Loading_ord,Rain_Status_ord,Humidity_ord,Temp_ord,Wind_Polluted,GeoZone_enc,Station_enc,Latitude,Longitude
2014-01-24,154.04589573945225,0.383670588,0.32474,0.619411,0.147203,0.028413,0.233065,0.01726,13.503305,0.607461,1.5391666666666666,22.13416666666667,63.09916666666667,139.15541666666667,1015.1654166666668,0.21,0.080571,24.209294,8.492229,0.590533,53.389841,1.534682,0.0,1,24,2014,0.5,0.866025,0.401488,0.915864,-0.259732,-0.965681,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-01-25,151.30415978992187,0.4379,0.363184,0.66174,0.191756,0.058028,0.280919,0.037226,7.546312,0.641515,2.86,22.337083333333336,58.84583333333333,146.00708333333333,1014.2441666666668,0.63,0.275877,25.76859,9.781409,1.252394,63.936502,1.7516,0.4379,1,25,2014,0.5,0.866025,0.417194,0.908818,-0.822901,0.568185,4,2,1.0,2.0,2.0,1.0,83.4484,85.3572,22.323153,91.802209
2014-01-26,147.7222091341347,0.481582353,0.393111,0.693961,0.231922,0.071262,0.289994,0.042912,6.757949,0.60217,2.959090909090909,20.673181818181817,63.73909090909091,151.67818181818183,1015.6190909090908,0.57,0.274502,30.695621,9.95584,1.425046,73.045536,1.926329,0.0,1,26,2014,0.5,0.866025,0.432776,0.901502,-0.847299,-0.531116,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-01-27,144.75598651648875,0.356623529,0.304999,0.59718,0.12718,0.045333,0.222056,0.028227,7.866797,0.622662,2.465,20.17833333333333,61.22916666666666,165.79666666666665,1015.6333333333332,0.51,0.181878,21.835761,7.196068,0.879077,59.126992,1.426494,0.0,1,27,2014,0.5,0.866025,0.448229,0.893919,-0.996255,-0.08646,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-01-30,148.08646021527508,0.177782353,0.163633,0.421642,0.031607,0.01777,0.111533,0.011148,10.004686,0.627359,2.0341666666666667,21.35166666666667,60.64208333333334,176.15833333333333,1015.80375,0.27,0.048001,10.781092,3.79595,0.361639,31.317843,0.711129,0.0,1,30,2014,0.5,0.866025,0.493776,0.869589,-0.000109,-1.0,4,1,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-01-31,149.01215883015877,0.224623529,0.202633,0.473945,0.050456,0.023294,0.142446,0.014772,9.643082,0.634156,2.1495833333333336,21.692916666666665,59.78458333333333,167.9575,1015.7520833333332,0.39,0.087603,13.429024,4.872739,0.482847,37.727206,0.898494,0.0,1,31,2014,0.5,0.866025,0.508671,0.860961,-0.606168,-0.795337,4,1,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-01,151.2243540737026,0.275,0.242946,0.524404,0.075625,0.031731,0.148062,0.017084,8.666706,0.538407,2.3283333333333336,21.045652173913044,71.01173913043478,162.14583333333334,1015.0204166666668,0.47,0.12925,19.528228,5.787554,0.640292,44.590104,1.1,0.0,2,32,2014,0.866025,0.5,0.523416,0.852078,-0.913033,-0.407886,4,1,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-02,152.4433340305802,0.243052941,0.21757,0.493004,0.059075,0.023343,0.144271,0.013856,10.412209,0.593577,1.9408333333333327,21.249583333333334,64.76666666666667,168.5716666666667,1013.20875,0.25,0.060763,15.741729,5.164774,0.471725,40.971839,0.972212,0.0,2,33,2014,0.866025,0.5,0.538005,0.842942,-0.916127,-0.400889,4,1,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-03,149.86233800251742,0.236964706,0.212661,0.48679,0.056152,0.0301,0.151031,0.019185,7.872552,0.637358,2.5383333333333336,20.770416666666662,59.3775,177.5716666666667,1011.3095833333332,0.42,0.099525,14.070372,4.921856,0.601495,42.078218,0.947859,0.0,2,34,2014,0.866025,0.5,0.552435,0.833556,-0.57982,-0.814744,4,1,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-04,151.91143908531902,0.357488235,0.305636,0.597903,0.127798,0.038929,0.229341,0.024974,9.183096,0.641535,2.123333333333333,20.41708333333333,58.84333333333333,173.25541666666666,1010.1470833333332,0.25,0.089372,21.035799,7.298867,0.759067,61.936773,1.429953,0.0,2,35,2014,0.866025,0.5,0.566702,0.823923,-0.448754,-0.893655,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-05,153.7961714631226,0.781847059,0.57765,0.884221,0.611285,0.097907,0.489173,0.061257,7.985629,0.625663,2.5383333333333336,21.06875,60.85458333333333,157.785,1010.18,0.29,0.226736,47.578977,16.47254,1.984588,123.363738,3.127388,0.0,2,36,2014,0.866025,0.5,0.5808,0.814046,0.615289,-0.788302,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-06,156.74458693377116,0.966558824,0.676285,0.983137,0.934236,0.062355,0.56732,0.036599,15.50101,0.586948,1.34375,22.379583333333333,65.54916666666666,148.66791666666668,1010.5666666666666,0.13,0.125653,63.357125,21.631184,1.298813,143.696287,3.866235,0.0,2,37,2014,0.866025,0.5,0.594727,0.803928,0.493569,-0.869707,4,3,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-07,156.5819811846279,0.434535294,0.360841,0.659193,0.188821,0.032387,0.295934,0.022056,13.417087,0.681035,1.6131818181818185,22.98590909090909,53.61909090909091,179.74636363636364,1010.0863636363636,0.24,0.104288,23.299387,9.988189,0.700984,78.106139,1.738141,0.0,2,38,2014,0.866025,0.5,0.608477,0.793572,0.50241,-0.86463,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-08,156.21447793914172,0.780364706,0.576818,0.883383,0.608969,0.067998,0.431741,0.03762,11.476222,0.553255,1.856521739130435,22.453478260869563,69.39086956521739,165.5904347826087,1008.9704347826088,0.32,0.249717,54.150186,17.521902,1.448764,129.220931,3.121459,0.0,2,39,2014,0.866025,0.5,0.622047,0.78298,0.541472,-0.840719,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-10,142.3303973189669,1.113666667,0.748424,1.055304,1.240253,0.072204,0.431155,0.027954,15.423817,0.387149,1.3792307692307693,22.815384615384616,85.01153846153846,79.35230769230769,1009.8123076923076,0.02,0.022273,94.674517,25.408733,1.536003,88.37202,4.454667,0.0,2,41,2014,0.866025,0.5,0.64863,0.761104,0.552821,-0.8333,4,3,1.0,3.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-11,139.0650480458238,0.159423529,0.147923,0.399279,0.025416,0.013286,0.071115,0.005927,11.999434,0.446074,1.890434782608696,23.88409090909091,80.10181818181819,152.97,1009.437391304348,0.16,0.025508,12.770115,3.807686,0.30138,24.387017,0.637694,0.0,2,42,2014,0.866025,0.5,0.661635,0.749826,0.701921,-0.712255,4,1,1.0,3.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-12,136.57196189462329,1.070623529,0.72785,1.034709,1.146235,0.098102,0.611549,0.056037,10.91337,0.571208,2.043043478260869,23.38782608695652,67.37217391304348,139.70869565217393,1010.3565217391304,0.31,0.331893,72.130235,25.039557,2.18733,149.575417,4.282494,0.0,2,43,2014,0.866025,0.5,0.674444,0.738326,-0.117191,-0.993109,4,3,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-13,132.81405587191244,0.338864706,0.291822,0.582121,0.114829,0.049468,0.262137,0.038267,6.850232,0.773575,3.2263636363636365,22.786363636363635,40.158181818181816,185.2240909090909,1013.6613636363636,0.36,0.121991,13.60819,7.721494,1.093301,62.765907,1.355459,0.0,2,44,2014,0.866025,0.5,0.687053,0.726608,0.618539,-0.785754,4,2,1.0,1.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-14,129.5739626242695,0.381676471,0.323298,0.6178,0.145677,0.042305,0.290695,0.032221,9.021919,0.761626,2.4191304347826086,22.727391304347822,41.99260869565217,184.3817391304348,1013.5360869565218,0.3,0.114503,16.027591,8.674511,0.923325,70.374172,1.526706,0.0,2,45,2014,0.866025,0.5,0.699458,0.714673,0.52066,-0.853764,4,2,1.0,1.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-15,127.11220275268172,0.649458824,0.500447,0.80589,0.421797,0.060274,0.464395,0.043099,10.775088,0.715049,2.0275,22.924,48.8705,183.7355,1011.818,0.2,0.129892,31.739377,14.888194,1.316778,119.328642,2.597835,0.0,2,46,2014,0.866025,0.5,0.711657,0.702527,0.878534,-0.47768,4,2,1.0,1.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-18,114.14213119710978,0.445658824,0.368565,0.667577,0.198612,0.071045,0.27487,0.043819,6.272877,0.616773,2.926521739130435,18.985,61.9590909090909,232.44739130434783,1016.9,0.51,0.227286,27.612616,8.460833,1.30423,103.592231,1.782635,0.0,2,49,2014,0.866025,0.5,0.746972,0.664855,0.150391,-0.988627,4,2,1.0,2.0,1.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-19,112.00521228697008,0.229682353,0.206756,0.479252,0.052754,0.031308,0.13453,0.018338,7.336126,0.585722,2.5255,19.261000000000003,65.693,198.0865,1014.806,0.3,0.068905,15.088523,4.423912,0.580063,45.496973,0.918729,0.0,2,50,2014,0.866025,0.5,0.758306,0.651899,-0.036879,-0.99932,4,1,1.0,2.0,1.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-20,114.90725430529922,0.308294118,0.268724,0.555242,0.095045,0.02094,0.184721,0.012547,14.722647,0.59917,1.3804166666666668,21.795652173913044,64.0995652173913,227.10166666666663,1013.9795833333332,0.13,0.040078,19.761519,6.719471,0.425574,70.014108,1.233176,0.0,2,51,2014,0.866025,0.5,0.769415,0.638749,-0.074681,-0.997207,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-21,120.63848996127022,0.264058824,0.234328,0.513867,0.069727,0.023001,0.152744,0.013305,11.480532,0.578446,1.767826086956522,21.44363636363636,66.54,201.68739130434784,1014.8465217391304,0.2299999999999999,0.060734,17.570474,5.662381,0.46681,53.257335,1.056235,0.0,2,52,2014,0.866025,0.5,0.780296,0.625411,0.62455,-0.780985,4,1,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-22,125.04746795525108,0.425541176,0.354552,0.652335,0.181085,0.038643,0.270514,0.024565,11.012035,0.635693,1.8557894736842104,21.537222222222223,59.58944444444445,222.7905263157895,1015.8636842105263,0.13,0.05532,25.357762,9.164975,0.789715,94.806543,1.702165,0.0,2,53,2014,0.866025,0.5,0.790946,0.611886,-0.198702,-0.98006,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-23,130.19793576218845,0.551594118,0.439283,0.742694,0.304256,0.050761,0.363288,0.033432,10.866438,0.658614,2.0168181818181816,23.00227272727273,56.62272727272728,216.06454545454545,1015.7963636363636,0.31,0.170994,31.232763,12.687918,1.112465,119.179932,2.206376,0.0,2,54,2014,0.866025,0.5,0.801361,0.598181,-0.321454,-0.946925,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-24,131.39386977100415,0.452182353,0.373067,0.672445,0.204469,0.069643,0.286239,0.044085,6.492884,0.633016,3.306666666666666,22.11909090909091,59.92909090909091,219.01083333333327,1016.32,0.23,0.104002,27.098877,10.001863,1.495216,99.032834,1.808729,0.0,2,55,2014,0.866025,0.5,0.811539,0.584298,0.979922,-0.199382,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-25,127.46580814790642,0.446164706,0.368915,0.667956,0.199063,0.059518,0.337596,0.045035,7.496263,0.756662,3.4125,26.330625,42.74625,325.5925,1015.655625,0.4,0.178466,19.071868,11.747796,1.522537,145.267882,1.784659,0.0,2,56,2014,0.866025,0.5,0.821477,0.570242,-0.555498,-0.831518,4,2,1.0,1.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-26,126.38692593332898,0.304729412,0.265996,0.552023,0.09286,0.042345,0.216226,0.030046,7.196386,0.709566,3.2204166666666665,23.895,49.65166666666666,226.75708333333333,1014.3554166666668,0.6,0.182838,15.130323,7.281509,0.981356,69.099553,1.218918,0.0,2,57,2014,0.866025,0.5,0.831171,0.556017,0.513298,-0.858211,4,2,1.0,1.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-27,128.16927763400514,0.433723529,0.360275,0.658577,0.188116,0.044947,0.301933,0.031289,9.649654,0.696141,2.4308333333333336,24.421666666666667,51.53875,211.46916666666667,1014.2495833333334,0.46,0.199513,22.353569,10.592251,1.05431,91.719153,1.734894,0.0,2,58,2014,0.866025,0.5,0.840618,0.541628,0.075175,-0.99717,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-02-28,127.76074250153664,0.784664706,0.579231,0.885813,0.615699,0.073973,0.507075,0.047803,10.607514,0.646232,2.127368421052632,23.626842105263155,58.23842105263158,98.81684210526316,1013.948947368421,0.35,0.274633,45.697634,18.539149,1.669271,77.538088,3.138659,0.0,2,59,2014,0.866025,0.5,0.849817,0.527078,-0.775217,-0.631695,4,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-01,122.7704268766015,0.191342466,0.175081,0.437427,0.036612,0.023414,0.126361,0.015462,8.172129,0.660391,2.9258333333333333,24.727500000000003,56.38833333333333,227.46541666666667,1013.3025,0.66,0.126286,10.789483,4.731421,0.559836,43.523794,0.574027,0.0,3,60,2014,1.0,0.0,0.858764,0.512371,-0.845386,-0.534156,3,1,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-02,116.06823783763956,0.188382353,0.172593,0.43403,0.035488,0.027699,0.130778,0.019229,6.800994,0.694218,3.572608695652174,24.977391304347822,51.80608695652174,237.49913043478264,1012.5034782608697,0.68,0.1281,9.759353,4.7053,0.673016,44.740645,0.565147,0.0,3,61,2014,1.0,0.0,0.867456,0.497513,0.349262,-0.937025,3,1,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-03,111.37107102279356,0.256576471,0.228391,0.506534,0.065831,0.032319,0.175722,0.022134,7.938867,0.684871,3.000869565217392,24.617391304347827,53.09521739130435,234.21478260869563,1013.5030434782608,0.66,0.16934,13.622984,6.316243,0.769953,60.094002,0.769729,0.0,3,62,2014,1.0,0.0,0.875892,0.482508,-0.843599,-0.536973,3,1,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-05,108.3089765703647,0.288441176,0.253433,0.537067,0.083198,0.028966,0.203696,0.020455,9.958047,0.706196,2.3233333333333333,24.131666666666664,50.12875,210.84625000000003,1014.0258333333333,0.47,0.135567,14.459196,6.960566,0.670145,60.81674,0.865324,0.0,3,64,2014,1.0,0.0,0.891981,0.452072,-0.648214,-0.761458,3,1,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-06,109.01193197877843,0.316511765,0.274986,0.562594,0.10018,0.034258,0.230149,0.024911,9.238976,0.727141,2.53625,24.35625,47.126666666666665,223.9983333333333,1013.8120833333334,0.42,0.132935,14.916144,7.70904,0.802753,70.898108,0.949535,0.0,3,65,2014,1.0,0.0,0.899631,0.436651,-0.643244,-0.765661,3,2,1.0,1.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-07,110.16186374250697,0.426952941,0.355541,0.653416,0.182289,0.049434,0.320643,0.037125,8.636881,0.751002,2.7269565217391305,24.41608695652174,43.5995652173913,216.0878260869565,1014.608695652174,0.52,0.222016,18.614963,10.42452,1.164282,92.259333,1.280859,0.0,3,66,2014,1.0,0.0,0.907014,0.421101,-0.071119,-0.997468,3,2,1.0,1.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-08,109.3457190400584,0.278382353,0.245595,0.52762,0.077497,0.037141,0.215037,0.02869,7.495234,0.772451,3.247142857142857,25.08761904761905,40.33190476190477,245.81761904761905,1015.434761904762,0.68,0.1893,11.227691,6.98395,0.903947,68.431287,0.835147,0.0,3,67,2014,1.0,0.0,0.914128,0.405426,-0.620014,-0.784591,3,1,1.0,1.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-09,107.7521673357567,0.277064706,0.244564,0.526369,0.076765,0.036903,0.215999,0.028769,7.507964,0.779596,3.175652173913044,24.593478260869563,39.22304347826087,224.4278260869565,1014.5939130434782,0.62,0.17178,10.867321,6.813985,0.879861,62.18103,0.831194,0.0,3,68,2014,1.0,0.0,0.920971,0.38963,0.134971,-0.99085,3,1,1.0,1.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-10,108.18202340233704,0.330018293,0.285193,0.574472,0.108912,0.031227,0.242385,0.022935,10.568225,0.734459,2.2069565217391305,24.38043478260869,46.05695652173913,212.7717391304348,1014.1621739130436,0.27,0.089105,15.199638,8.045989,0.728336,70.218566,0.990055,0.0,3,69,2014,1.0,0.0,0.927542,0.37372,-0.189066,-0.981964,3,2,1.0,1.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-11,110.64586333474372,0.401852941,0.337795,0.633919,0.161486,0.036368,0.288888,0.026145,11.049554,0.718891,2.19,25.303478260869564,48.3195652173913,219.97000000000003,1014.5747826086956,0.3,0.120556,19.417359,10.168277,0.880058,88.395591,1.205559,0.0,3,70,2014,1.0,0.0,0.933837,0.357698,0.341542,-0.939866,3,2,1.0,1.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-12,113.70250548159116,0.275211765,0.243112,0.524606,0.075742,0.019739,0.176516,0.012661,13.942217,0.641381,1.7171428571428573,25.335,58.863,227.8723809523809,1014.185238095238,0.12,0.033025,16.19979,6.97249,0.472578,62.71316,0.825635,0.0,3,71,2014,1.0,0.0,0.939856,0.341571,0.3397,-0.940534,3,1,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-13,118.8014546217469,1.519267857,0.923968,1.232586,2.308175,0.089588,0.968629,0.057118,16.958345,0.637563,1.423913043478261,25.84304347826087,59.35130434782609,171.1021739130435,1013.1565217391304,0.17,0.258276,90.170529,39.262505,2.163305,259.950033,4.557804,0.0,3,72,2014,1.0,0.0,0.945596,0.325342,-0.291472,-0.956579,3,3,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
2014-03-14,118.77541626199704,0.360223529,0.307649,0.600186,0.129761,0.032482,0.241324,0.021761,11.089907,0.669928,2.35625,27.23958333333333,55.11958333333333,192.64041666666665,1012.6491666666666,0.53,0.190918,19.855371,9.812339,0.848777,69.393611,1.080671,0.0,3,73,2014,1.0,0.0,0.951057,0.309017,-0.429868,-0.902892,3,2,1.0,2.0,2.0,0.0,83.4484,85.3572,22.323153,91.802209
