Date,PM2.5,AOD,Temperature,RH,Wind Speed,Solar Rad,BP,Rain,Month,DayOfYear,Year,Season_ord,AOD_Loading_ord,Rain_Status_ord,Humidity_ord,Temp_ord,Wind_Polluted,Wind_Origin_missing,WindDir_sin,WindDir_cos,WindDir_missing,GeoZone_enc,Station_enc,Latitude,Longitude
2014-01-06,130.81714285714287,0.839841176,20.02,60.25625,2.16,13.92875,1014.13125,0.14,1,6,2014,4,3,1.0,2.0,2.0,1.0,0.0,-0.3813527450875546,0.9244295991659865,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-07,150.49690201730726,0.464947059,19.14090909090909,67.08909090909091,2.811818181818182,108.1509090909091,1015.4540909090908,0.51,1,7,2014,4,2,1.0,2.0,1.0,0.0,0.0,0.11283273694763005,-0.9936139962142778,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-08,142.50507163463965,0.581517647,18.648333333333333,56.114583333333336,3.2716666666666665,140.77541666666667,1016.4070833333334,0.56,1,8,2014,4,2,1.0,2.0,1.0,0.0,0.0,-0.8270110789978552,-0.5621856234508343,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-09,144.0895494459841,0.3213,17.731666666666666,62.33375,2.212916666666666,141.15041666666667,1015.1679166666668,0.25,1,9,2014,4,2,1.0,2.0,1.0,0.0,0.0,-0.14231222075109504,-0.9898218182202753,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-10,145.15859828515818,0.208894118,18.205714285714286,66.27428571428571,2.071428571428572,98.76190476190476,1015.1742857142856,0.15,1,10,2014,4,1,1.0,2.0,1.0,0.0,0.0,-0.285425521339798,-0.9584008930337579,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-11,143.55913818895823,0.112405882,19.835,69.23166666666667,1.8929166666666664,162.24416666666667,1015.8120833333334,0.28,1,11,2014,4,1,1.0,2.0,1.0,0.0,0.0,0.5954948470487065,-0.8033591271271134,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-12,153.9702173145896,1.173270588,19.223684210526315,72.27315789473684,1.6566666666666667,138.5142105263158,1017.5573684210526,0.12,1,12,2014,4,3,1.0,2.0,1.0,0.0,0.0,0.4352310993723272,-0.9003187714021936,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-13,149.89300480330286,0.560047059,20.84125,62.37958333333333,2.1966666666666668,131.01041666666666,1016.3504166666668,0.45,1,13,2014,4,2,1.0,2.0,2.0,0.0,0.0,-0.9805019248391653,-0.1965094791268142,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-14,151.59808732748164,0.855605882,19.8525,70.29041666666667,1.659166666666667,128.62708333333333,1015.7104166666668,0.2,1,14,2014,4,3,1.0,2.0,1.0,0.0,0.0,-0.36085152019837874,-0.9326232789130449,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-15,156.83071034185804,0.900714286,17.936666666666667,84.02833333333334,1.77375,108.40041666666669,1016.815,0.27,1,15,2014,4,3,1.0,3.0,1.0,0.0,0.0,-0.11610013715532552,-0.9932375134641838,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-16,159.36654386119258,0.703835294,17.322083333333335,80.07083333333334,1.887916666666667,105.54416666666668,1017.8695833333333,0.2,1,16,2014,4,2,1.0,3.0,1.0,0.0,0.0,-0.6024594973987897,-0.798149455925391,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-17,161.94671200216584,0.379682353,18.11047619047619,81.76380952380953,1.831428571428572,103.67190476190476,1017.1714285714284,0.29,1,17,2014,4,2,1.0,3.0,1.0,0.0,0.0,-0.4954875452632125,-0.8686150427485331,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-18,162.92483454674615,0.376988095,20.929166666666667,77.22833333333334,1.4016666666666666,140.96875,1018.29125,0.19,1,18,2014,4,2,1.0,3.0,2.0,0.0,0.0,0.6136652655106752,-0.7895662998796951,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-19,164.5391747613887,0.556094118,21.076666666666668,71.18708333333333,1.08,141.56125,1019.23,0.09,1,19,2014,4,2,1.0,2.0,2.0,0.0,0.0,-0.3644298676155741,-0.9312308368979708,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-20,162.12495448476926,0.523047059,21.82041666666667,58.303333333333335,2.7175,141.45624999999998,1019.2533333333332,0.43,1,20,2014,4,2,1.0,2.0,2.0,0.0,0.0,0.41827665650343193,-0.9083196786508095,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-21,159.40539568856693,0.370035294,20.355416666666667,70.07291666666667,2.1075,147.94041666666666,1018.6654166666668,0.23,1,21,2014,4,2,1.0,2.0,2.0,0.0,0.0,-0.7199961995530362,-0.6939780058684746,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-22,156.74688641798798,0.265852941,21.855,61.614583333333336,2.0404166666666668,154.06333333333333,1018.0083333333332,0.25,1,22,2014,4,1,1.0,2.0,2.0,0.0,0.0,0.20990297964547786,-0.9777222198231715,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-23,152.84323777994655,0.251664706,22.581666666666667,57.44541666666667,1.4058333333333335,154.56791666666666,1016.71125,0.1,1,23,2014,4,1,1.0,2.0,2.0,0.0,0.0,0.19501186420185437,-0.9808008833705838,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-24,154.04589573945225,0.383670588,22.13416666666667,63.09916666666667,1.5391666666666666,139.15541666666667,1015.1654166666668,0.21,1,24,2014,4,2,1.0,2.0,2.0,0.0,0.0,-0.2597321027142379,-0.965680710597266,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-25,151.30415978992187,0.4379,22.337083333333336,58.84583333333333,2.86,146.00708333333333,1014.2441666666668,0.63,1,25,2014,4,2,1.0,2.0,2.0,1.0,0.0,-0.8229009176782288,0.5681848992047649,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-26,147.7222091341347,0.481582353,20.673181818181817,63.73909090909091,2.959090909090909,151.67818181818183,1015.6190909090908,0.57,1,26,2014,4,2,1.0,2.0,2.0,0.0,0.0,-0.8472989359470433,-0.5311162896607562,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-27,144.75598651648875,0.356623529,20.17833333333333,61.22916666666666,2.465,165.79666666666665,1015.6333333333332,0.51,1,27,2014,4,2,1.0,2.0,2.0,0.0,0.0,-0.9962553015071246,-0.08646024646592305,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-30,148.08646021527508,0.177782353,21.35166666666667,60.64208333333334,2.0341666666666667,176.15833333333333,1015.80375,0.27,1,30,2014,4,1,1.0,2.0,2.0,0.0,0.0,-0.00010908307803329529,-0.999999994050441,0.0,83.5885,85.3572,22.323153,91.802209
2014-01-31,149.01215883015877,0.224623529,21.692916666666665,59.78458333333333,2.1495833333333336,167.9575,1015.7520833333332,0.39,1,31,2014,4,1,1.0,2.0,2.0,0.0,0.0,-0.6061677151035955,-0.7953368476099208,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-01,151.2243540737026,0.275,21.045652173913044,71.01173913043478,2.3283333333333336,162.14583333333334,1015.0204166666668,0.47,2,32,2014,4,1,1.0,2.0,2.0,0.0,0.0,-0.9130330228860458,-0.40788564465983523,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-02,152.4433340305802,0.243052941,21.249583333333334,64.76666666666667,1.9408333333333327,168.5716666666667,1013.20875,0.25,2,33,2014,4,1,1.0,2.0,2.0,0.0,0.0,-0.9161267455507341,-0.400888745273075,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-03,149.86233800251742,0.236964706,20.770416666666662,59.3775,2.5383333333333336,177.5716666666667,1011.3095833333332,0.42,2,34,2014,4,1,1.0,2.0,2.0,0.0,0.0,-0.5798204731293466,-0.814744265975564,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-04,151.91143908531902,0.357488235,20.41708333333333,58.84333333333333,2.123333333333333,173.25541666666666,1010.1470833333332,0.25,2,35,2014,4,2,1.0,2.0,2.0,0.0,0.0,-0.4487536888593396,-0.8936554854837154,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-05,153.7961714631226,0.781847059,21.06875,60.85458333333333,2.5383333333333336,157.785,1010.18,0.29,2,36,2014,4,2,1.0,2.0,2.0,0.0,0.0,0.6152889191237862,-0.7883016846382372,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-06,156.74458693377116,0.966558824,22.379583333333333,65.54916666666666,1.34375,148.66791666666668,1010.5666666666666,0.13,2,37,2014,4,3,1.0,2.0,2.0,0.0,0.0,0.49356875554199303,-0.8697067802154519,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-07,156.5819811846279,0.434535294,22.98590909090909,53.61909090909091,1.6131818181818185,179.74636363636364,1010.0863636363636,0.24,2,38,2014,4,2,1.0,2.0,2.0,0.0,0.0,0.5024095870947217,-0.8646297512781476,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-08,156.21447793914172,0.780364706,22.453478260869563,69.39086956521739,1.856521739130435,165.5904347826087,1008.9704347826088,0.32,2,39,2014,4,2,1.0,2.0,2.0,0.0,0.0,0.5414721827477446,-0.8407186659700099,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-10,142.3303973189669,1.113666667,22.815384615384616,85.01153846153846,1.3792307692307693,79.35230769230769,1009.8123076923076,0.02,2,41,2014,4,3,1.0,3.0,2.0,0.0,0.0,0.5528211133197489,-0.8332999559989869,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-11,139.0650480458238,0.159423529,23.88409090909091,80.10181818181819,1.890434782608696,152.97,1009.437391304348,0.16,2,42,2014,4,1,1.0,3.0,2.0,0.0,0.0,0.701920681031988,-0.712255121104503,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-12,136.57196189462329,1.070623529,23.38782608695652,67.37217391304348,2.043043478260869,139.70869565217393,1010.3565217391304,0.31,2,43,2014,4,3,1.0,2.0,2.0,0.0,0.0,-0.11719074401865802,-0.9931094247445008,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-13,132.81405587191244,0.338864706,22.786363636363635,40.158181818181816,3.2263636363636365,185.2240909090909,1013.6613636363636,0.36,2,44,2014,4,2,1.0,1.0,2.0,0.0,0.0,0.6185393102271002,-0.7857538556722348,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-14,129.5739626242695,0.381676471,22.727391304347822,41.99260869565217,2.4191304347826086,184.3817391304348,1013.5360869565218,0.3,2,45,2014,4,2,1.0,1.0,2.0,0.0,0.0,0.5206598260757074,-0.8537642212641697,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-15,127.11220275268172,0.649458824,22.924,48.8705,2.0275,183.7355,1011.818,0.2,2,46,2014,4,2,1.0,1.0,2.0,0.0,0.0,0.8785338062379303,-0.47768017678892094,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-18,114.14213119710978,0.445658824,18.985,61.9590909090909,2.926521739130435,232.44739130434783,1016.9,0.51,2,49,2014,4,2,1.0,2.0,1.0,0.0,0.0,0.15039063703448605,-0.9886266516194885,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-19,112.00521228697008,0.229682353,19.261000000000003,65.693,2.5255,198.0865,1014.806,0.3,2,50,2014,4,1,1.0,2.0,1.0,0.0,0.0,-0.0368791688927431,-0.9993197320686611,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-20,114.90725430529922,0.308294118,21.795652173913044,64.0995652173913,1.3804166666666668,227.10166666666663,1013.9795833333332,0.13,2,51,2014,4,2,1.0,2.0,2.0,0.0,0.0,-0.07468140236581357,-0.9972074448883118,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-21,120.63848996127022,0.264058824,21.44363636363636,66.54,1.767826086956522,201.68739130434784,1014.8465217391304,0.2299999999999999,2,52,2014,4,1,1.0,2.0,2.0,0.0,0.0,0.6245495115720339,-0.7809852159901197,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-22,125.04746795525108,0.425541176,21.537222222222223,59.58944444444445,1.8557894736842104,222.7905263157895,1015.8636842105263,0.13,2,53,2014,4,2,1.0,2.0,2.0,0.0,0.0,-0.19870177497230312,-0.9800600005218335,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-23,130.19793576218845,0.551594118,23.00227272727273,56.62272727272728,2.0168181818181816,216.06454545454545,1015.7963636363636,0.31,2,54,2014,4,2,1.0,2.0,2.0,0.0,0.0,-0.32145448985228736,-0.9469250292149879,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-24,131.39386977100415,0.452182353,22.11909090909091,59.92909090909091,3.306666666666666,219.01083333333327,1016.32,0.23,2,55,2014,4,2,1.0,2.0,2.0,0.0,0.0,0.9799218048281177,-0.199382186823207,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-25,127.46580814790642,0.446164706,26.330625,42.74625,3.4125,325.5925,1015.655625,0.4,2,56,2014,4,2,1.0,1.0,2.0,0.0,0.0,-0.5554976714924149,-0.8315180917854433,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-26,126.38692593332898,0.304729412,23.895,49.65166666666666,3.2204166666666665,226.75708333333333,1014.3554166666668,0.6,2,57,2014,4,2,1.0,1.0,2.0,0.0,0.0,0.5132978704680462,-0.8582105197286788,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-27,128.16927763400514,0.433723529,24.421666666666667,51.53875,2.4308333333333336,211.46916666666667,1014.2495833333334,0.46,2,58,2014,4,2,1.0,2.0,2.0,0.0,0.0,0.0751745222228463,-0.9971703922643145,0.0,83.5885,85.3572,22.323153,91.802209
2014-02-28,127.76074250153664,0.784664706,23.626842105263155,58.23842105263158,2.127368421052632,98.81684210526316,1013.948947368421,0.35,2,59,2014,4,2,1.0,2.0,2.0,0.0,0.0,-0.7752172883861234,-0.6316946697473915,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-01,122.7704268766015,0.191342466,24.727500000000003,56.38833333333333,2.9258333333333333,227.46541666666667,1013.3025,0.66,3,60,2014,3,1,1.0,2.0,2.0,0.0,0.0,-0.8453861597716594,-0.5341556335624724,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-02,116.06823783763956,0.188382353,24.977391304347822,51.80608695652174,3.572608695652174,237.49913043478264,1012.5034782608697,0.68,3,61,2014,3,1,1.0,2.0,2.0,0.0,0.0,0.3492618613972888,-0.9370251609072731,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-03,111.37107102279356,0.256576471,24.617391304347827,53.09521739130435,3.000869565217392,234.21478260869563,1013.5030434782608,0.66,3,62,2014,3,1,1.0,2.0,2.0,0.0,0.0,-0.8435993217825546,-0.5369731690578347,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-05,108.3089765703647,0.288441176,24.131666666666664,50.12875,2.3233333333333333,210.84625000000003,1014.0258333333333,0.47,3,64,2014,3,1,1.0,2.0,2.0,0.0,0.0,-0.6482140431785339,-0.7614581762816246,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-06,109.01193197877843,0.316511765,24.35625,47.126666666666665,2.53625,223.9983333333333,1013.8120833333334,0.42,3,65,2014,3,2,1.0,1.0,2.0,0.0,0.0,-0.6432443036287298,-0.7656609993000758,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-07,110.16186374250697,0.426952941,24.41608695652174,43.5995652173913,2.7269565217391305,216.0878260869565,1014.608695652174,0.52,3,66,2014,3,2,1.0,1.0,2.0,0.0,0.0,-0.0711189908094168,-0.9974678386525804,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-08,109.3457190400584,0.278382353,25.08761904761905,40.33190476190477,3.247142857142857,245.81761904761905,1015.434761904762,0.68,3,67,2014,3,1,1.0,1.0,2.0,0.0,0.0,-0.6200138085912471,-0.7845908979564932,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-09,107.7521673357567,0.277064706,24.593478260869563,39.22304347826087,3.175652173913044,224.4278260869565,1014.5939130434782,0.62,3,68,2014,3,1,1.0,1.0,2.0,0.0,0.0,0.1349712344784729,-0.9908495172645325,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-10,108.18202340233704,0.330018293,24.38043478260869,46.05695652173913,2.2069565217391305,212.7717391304348,1014.1621739130436,0.27,3,69,2014,3,2,1.0,1.0,2.0,0.0,0.0,-0.18906563696773251,-0.981964451962486,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-11,110.64586333474372,0.401852941,25.303478260869564,48.3195652173913,2.19,219.97000000000003,1014.5747826086956,0.3,3,70,2014,3,2,1.0,1.0,2.0,0.0,0.0,0.34154233874018824,-0.9398663898916072,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-12,113.70250548159116,0.275211765,25.335,58.863,1.7171428571428573,227.8723809523809,1014.185238095238,0.12,3,71,2014,3,1,1.0,2.0,2.0,0.0,0.0,0.3396995718813499,-0.9405339977181195,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-13,118.8014546217469,1.519267857,25.84304347826087,59.35130434782609,1.423913043478261,171.1021739130435,1013.1565217391304,0.17,3,72,2014,3,3,1.0,2.0,2.0,0.0,0.0,-0.2914717307852502,-0.9565794426774238,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-14,118.77541626199704,0.360223529,27.23958333333333,55.11958333333333,2.35625,192.64041666666665,1012.6491666666666,0.53,3,73,2014,3,2,1.0,2.0,2.0,0.0,0.0,-0.4298677365623953,-0.9028918700834132,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-15,120.0393301107194,0.306141176,27.34695652173913,43.91130434782609,2.738695652173913,219.0913043478261,1013.9330434782609,0.54,3,74,2014,3,2,1.0,1.0,2.0,0.0,0.0,-0.4059392694980373,-0.9139000544257561,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-16,121.4428610833536,0.361329412,26.677916666666665,42.64083333333333,2.149583333333333,219.33041666666668,1014.51375,0.29,3,75,2014,3,2,1.0,1.0,2.0,0.0,0.0,0.09728615801251818,-0.9952564511015055,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-17,125.19141983297244,0.241347059,26.40047619047619,50.24952380952381,1.635909090909091,203.2659090909091,1013.2886363636364,0.28,3,76,2014,3,1,1.0,2.0,2.0,0.0,0.0,0.4470353934045815,-0.8945162698596438,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-18,126.11092763793064,0.805476471,25.443043478260872,72.83826086956522,1.7,183.518695652174,1013.1191304347828,0.17,3,77,2014,3,3,1.0,2.0,2.0,0.0,0.0,0.2795157342132417,-0.9601411116743374,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-19,123.5825167063539,0.764447059,25.42904761904762,72.78476190476191,1.808095238095238,208.0985714285714,1011.6690476190475,0.23,3,78,2014,3,2,1.0,2.0,2.0,0.0,0.0,0.66518691587993,-0.7466768825550627,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-20,119.38210821520822,1.1116,26.56952380952381,68.94809523809525,2.4085714285714284,231.75476190476192,1010.7666666666668,0.37,3,79,2014,3,3,1.0,2.0,2.0,0.0,0.0,0.19137189312315986,-0.9815175997008193,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-21,115.77150691083646,0.7201,26.26090909090909,79.49318181818181,2.1145454545454543,180.8204545454545,1009.2695454545454,0.46,3,80,2014,3,2,1.0,3.0,2.0,0.0,0.0,0.34260901142693234,-0.9394780813244448,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-22,111.792453877935,0.536558824,26.495238095238093,77.84380952380953,2.032857142857143,207.7461904761905,1008.6,0.6000000000000001,3,81,2014,3,2,1.0,3.0,2.0,0.0,0.0,0.34935091049949624,-0.9369919643909296,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-23,105.95479319635616,0.571928571,24.64434782608696,65.80826086956522,3.258260869565217,231.26913043478265,1011.58,2.26,3,82,2014,3,2,1.0,2.0,2.0,0.0,0.0,0.8529888873444393,-0.5219290737896246,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-24,101.91528635083706,0.298964706,26.690454545454543,69.61545454545454,2.101304347826087,258.5152173913044,1012.3834782608697,0.38,3,83,2014,3,1,1.0,2.0,2.0,0.0,0.0,0.38842480693890385,-0.9214804226647875,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-25,52.5,0.388652941,26.04043478260869,69.37,1.7608333333333333,251.0825,1011.5016666666668,0.31,3,84,2014,3,2,1.0,2.0,2.0,0.0,0.0,0.28391075200619836,-0.9588507104316474,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-30,92.17678402941432,0.552652941,28.02208333333333,76.49333333333333,2.2579166666666666,239.34,1007.4095833333334,0.44,3,89,2014,3,2,1.0,3.0,3.0,0.0,0.0,0.27934724293319535,-0.960190146723878,0.0,83.5885,85.3572,22.323153,91.802209
2014-03-31,89.49926468983409,0.604311765,27.148235294117647,83.28235294117647,2.054705882352941,136.4194117647059,1007.4717647058824,0.26,3,90,2014,3,2,1.0,3.0,2.0,0.0,0.0,0.5923358242646116,-0.8056911761293921,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-01,85.59129149704306,1.295941176,28.151304347826088,77.08304347826088,2.723478260869565,187.56478260869565,1006.8908695652176,0.6,4,91,2014,3,3,1.0,3.0,3.0,0.0,0.0,0.22988726708658358,-0.9732172647623252,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-02,82.4195599636285,0.801276471,29.01809523809524,74.11047619047619,2.427619047619048,256.80809523809523,1007.2666666666668,0.5,4,92,2014,3,3,1.0,2.0,3.0,0.0,0.0,0.3404420680272418,-0.9402654935268734,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-03,80.33244642488486,1.359058824,28.44260869565217,77.07130434782609,2.244347826086957,217.15217391304347,1008.7891304347828,0.42,4,93,2014,3,3,1.0,3.0,3.0,0.0,0.0,0.09411586802632209,-0.9955612504440156,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-04,82.06769138849904,0.975082353,26.301052631578948,69.12105263157895,2.9921052631578946,132.3557894736842,1009.1157894736842,2.02,4,94,2014,3,3,1.0,2.0,2.0,0.0,0.0,0.9933769881544672,-0.114900650151161,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-06,76.74755446483105,0.384623529,27.87909090909091,72.53863636363636,2.40695652173913,216.7608695652174,1010.5965217391304,0.53,4,96,2014,3,2,1.0,2.0,2.0,0.0,0.0,0.33052155463157107,-0.9437984434845871,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-07,74.19042916446617,1.08592,27.952608695652174,76.20217391304348,3.240833333333333,222.41583333333327,1010.4304166666668,0.6,4,97,2014,3,3,1.0,3.0,2.0,0.0,0.0,0.22753658280957448,-0.9737695330432872,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-10,66.22225029549953,0.589129412,29.01826086956521,74.77478260869565,2.052608695652174,206.83695652173915,1009.888695652174,0.22,4,100,2014,3,2,1.0,2.0,3.0,0.0,0.0,0.016435708461119806,-0.9998649246210115,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-11,67.11126334410443,0.262070588,29.113333333333333,73.74416666666667,1.7716666666666665,240.9725,1009.9529166666666,0.35,4,101,2014,3,1,1.0,2.0,3.0,0.0,0.0,-0.35450864424738054,-0.9350527370976913,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-12,67.62364414414537,0.702311765,29.36217391304348,70.99304347826087,1.6604347826086956,259.11391304347825,1009.4821739130437,0.34,4,102,2014,3,2,1.0,2.0,3.0,0.0,0.0,-0.22656261560615812,-0.9739966022577781,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-13,70.48825686093367,0.775535294,29.6408695652174,65.38739130434783,2.327826086956521,251.4117391304348,1010.188695652174,0.35,4,103,2014,3,2,1.0,2.0,3.0,0.0,0.0,0.5636952934779588,-0.8259828182903067,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-14,72.68431507459842,0.6477,30.859565217391303,56.670869565217394,2.1630434782608696,222.34478260869565,1010.1182608695652,0.42,4,104,2014,3,2,1.0,2.0,3.0,0.0,0.0,-0.7213399150478533,-0.6925812060392309,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-15,75.98236734787639,0.588352941,30.68217391304348,54.092173913043474,1.9369565217391305,257.97521739130434,1009.6065217391304,0.33,4,105,2014,3,2,1.0,2.0,3.0,0.0,0.0,-0.2033965753178226,-0.9790964371036089,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-16,78.6255038214318,0.895117647,29.770434782608696,71.30391304347826,1.6882608695652173,243.8482608695652,1008.294347826087,0.24,4,106,2014,3,3,1.0,2.0,3.0,0.0,0.0,-0.06781844814073039,-0.997697678704217,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-18,75.9160117813143,0.536264706,29.03739130434783,75.14739130434783,2.049130434782609,248.17826086956524,1009.8169565217391,0.45,4,108,2014,3,2,1.0,3.0,3.0,0.0,0.0,0.38891423068902864,-0.9212739664006364,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-19,76.67498856589302,0.845817647,30.51913043478261,68.13608695652174,1.6995652173913045,230.1217391304348,1008.4217391304348,0.37,4,109,2014,3,3,1.0,2.0,3.0,0.0,0.0,-0.22654783345170726,-0.974000040635696,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-20,83.10524192511876,0.503576471,31.76142857142857,54.24190476190476,1.430952380952381,240.6319047619048,1007.4223809523808,0.16,4,110,2014,3,2,1.0,2.0,3.0,0.0,0.0,-0.09260230060236523,-0.9957031756116624,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-21,87.92682384247918,0.593070588,32.337272727272726,45.09727272727272,2.0213636363636365,194.6209090909091,1007.9686363636364,0.42,4,111,2014,3,2,1.0,1.0,3.0,0.0,0.0,-0.3536603661248425,-0.9353739067519696,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-22,89.85124350287714,0.418717647,33.052727272727275,32.45636363636363,2.3431818181818183,222.92818181818183,1009.4236363636364,0.39,4,112,2014,3,2,1.0,1.0,3.0,0.0,0.0,0.21330942114659399,-0.9769846932527168,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-23,92.77110832787014,0.687141176,31.98190476190476,51.19571428571428,1.6214285714285712,221.90714285714287,1008.3480952380952,0.26,4,113,2014,3,2,1.0,2.0,3.0,0.0,0.0,-0.8275101128951133,-0.5614508108964817,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-24,90.52635386287108,0.488988235,31.247499999999995,68.79499999999999,1.6157142857142857,200.54285714285712,1006.5680952380952,0.29,4,114,2014,3,2,1.0,2.0,3.0,0.0,0.0,0.17160159742791528,-0.9851664284577443,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-25,87.09405137350689,0.362305882,30.6475,73.30458333333333,2.3825,199.1695833333333,1007.2920833333332,0.59,4,115,2014,3,2,1.0,2.0,3.0,0.0,0.0,0.1843873670609856,-0.9828536507885176,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-26,83.03777710976615,0.741235294,30.74947368421053,71.5678947368421,2.6642857142857146,229.29476190476188,1007.785238095238,0.62,4,116,2014,3,2,1.0,2.0,3.0,0.0,0.0,0.05680895532518418,-0.9983850672936075,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-27,79.0407518302034,0.334,30.06954545454545,73.18545454545455,2.499090909090909,190.18090909090915,1008.2481818181818,0.51,4,117,2014,3,2,1.0,2.0,3.0,0.0,0.0,0.33195160298738036,-0.9432964185631728,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-29,71.93837215576919,0.839631579,30.167391304347827,71.47521739130435,3.076521739130435,234.75391304347824,1008.1191304347824,0.73,4,119,2014,3,3,1.0,2.0,3.0,0.0,0.0,0.21566906126872862,-0.9764665155608079,0.0,83.5885,85.3572,22.323153,91.802209
2014-04-30,68.52668753942446,0.348717647,29.50047619047619,65.61857142857143,2.7766666666666664,301.34809523809525,1008.4042857142858,0.48,4,120,2014,3,2,1.0,2.0,3.0,0.0,0.0,0.30200545413081875,-0.953306197229011,0.0,83.5885,85.3572,22.323153,91.802209
