Monitoring_Station,Date,Year,Month,AOD,PM2.5
Agrabad,2020-03-23,2020,3,0.1833,54.07
Agrabad,2020-03-24,2020,3,0.5898,60.01
Agrabad,2020-03-25,2020,3,0.7673,52.0
Agrabad,2020-03-26,2020,3,0.9339,
Agrabad,2020-03-27,2020,3,0.5211,
Agrabad,2020-03-28,2020,3,0.3088,
Agrabad,2020-03-29,2020,3,0.3872,
Agrabad,2020-03-30,2020,3,0.1592,57.09
Agrabad,2020-03-31,2020,3,0.2174,69.85
Agrabad,2020-04-01,2020,4,0.2559,55.36
Agrabad,2020-04-02,2020,4,0.3771,57.74
Agrabad,2020-04-03,2020,4,0.0718,64.54
Agrabad,2020-04-04,2020,4,,97.52
Agrabad,2020-04-05,2020,4,,52.4
Agrabad,2020-04-06,2020,4,0.0416,57.94
Agrabad,2020-04-07,2020,4,0.0301,50.68
Agrabad,2020-04-08,2020,4,,41.86
Agrabad,2020-04-09,2020,4,,34.35
Agrabad,2020-04-10,2020,4,0.5621,57.1
Agrabad,2020-04-11,2020,4,0.1325,73.89
Agrabad,2020-04-12,2020,4,0.5142,72.6
Agrabad,2020-04-13,2020,4,0.5444,97.49
Agrabad,2020-04-14,2020,4,0.3873,95.47
Agrabad,2020-04-15,2020,4,0.6211,105.43
Agrabad,2020-04-16,2020,4,0.5256,105.12
Agrabad,2020-04-17,2020,4,,59.34
Agrabad,2020-04-18,2020,4,0.3833,65.8
Agrabad,2020-04-19,2020,4,0.2203,83.85
Agrabad,2020-04-20,2020,4,0.5601,146.86
Agrabad,2020-04-21,2020,4,,128.55
Agrabad,2020-04-22,2020,4,,110.29
Agrabad,2020-04-23,2020,4,,114.79
Agrabad,2020-04-24,2020,4,0.5125,70.67
Agrabad,2020-04-25,2020,4,0.3765,54.43
Agrabad,2020-04-26,2020,4,,43.86
Agrabad,2020-04-27,2020,4,0.2497,43.4
Agrabad,2020-04-28,2020,4,,42.04
Agrabad,2020-04-29,2020,4,,36.74
Agrabad,2020-04-30,2020,4,,37.8
Agrabad,2020-05-01,2020,5,,46.28
Agrabad,2020-05-02,2020,5,0.696,37.71
Agrabad,2020-05-03,2020,5,,33.79
Agrabad,2020-05-04,2020,5,,40.78
Agrabad,2020-05-05,2020,5,0.6815,81.99
Agrabad,2020-05-06,2020,5,0.339,63.09
Agrabad,2020-05-07,2020,5,,34.11
Agrabad,2020-05-08,2020,5,,28.33
Agrabad,2020-05-09,2020,5,,14.16
Agrabad,2020-05-10,2020,5,0.512,19.08
Agrabad,2020-05-11,2020,5,,20.23
Agrabad,2020-05-12,2020,5,0.588,20.35
Agrabad,2020-05-13,2020,5,0.6285,32.93
Agrabad,2020-05-14,2020,5,0.93,45.31
Agrabad,2020-05-15,2020,5,1.007,46.09
Agrabad,2020-05-16,2020,5,0.6445,53.74
Agrabad,2020-05-17,2020,5,0.685,56.8
Agrabad,2020-05-18,2020,5,,67.67
Agrabad,2020-05-19,2020,5,,56.01
Agrabad,2020-05-20,2020,5,,51.68
Agrabad,2020-05-21,2020,5,,37.8
Agrabad,2020-05-22,2020,5,,26.4
Agrabad,2020-05-23,2020,5,,25.44
Agrabad,2020-05-24,2020,5,,25.07
Agrabad,2020-05-25,2020,5,,25.9
Agrabad,2020-05-26,2020,5,,23.89
Agrabad,2020-05-27,2020,5,,26.53
Agrabad,2020-05-28,2020,5,,24.08
Agrabad,2020-05-29,2020,5,,38.38
Agrabad,2020-05-30,2020,5,,32.18
Agrabad,2020-05-31,2020,5,,44.07
Agrabad,2020-06-01,2020,6,0.757,30.64
Agrabad,2020-06-02,2020,6,,43.14
Agrabad,2020-06-03,2020,6,,45.82
Agrabad,2020-06-04,2020,6,,30.78
Agrabad,2020-06-05,2020,6,,30.47
Agrabad,2020-06-06,2020,6,,24.87
Agrabad,2020-06-07,2020,6,,17.25
Agrabad,2020-06-08,2020,6,,13.91
Agrabad,2020-06-09,2020,6,,16.51
Agrabad,2020-06-10,2020,6,,19.35
Agrabad,2020-06-11,2020,6,,29.78
Agrabad,2020-06-12,2020,6,,41.81
Agrabad,2020-06-13,2020,6,,53.67
Agrabad,2020-06-14,2020,6,,32.07
Agrabad,2020-06-15,2020,6,,31.33
Agrabad,2020-06-16,2020,6,,36.78
Agrabad,2020-06-17,2020,6,,49.8
Agrabad,2020-06-18,2020,6,,24.38
Agrabad,2020-06-19,2020,6,,17.14
Agrabad,2020-06-20,2020,6,,13.06
Agrabad,2020-06-21,2020,6,,17.98
Agrabad,2020-06-22,2020,6,,21.64
Agrabad,2020-06-23,2020,6,,35.34
Agrabad,2020-06-24,2020,6,,33.5
Agrabad,2020-06-25,2020,6,,29.54
Agrabad,2020-06-26,2020,6,,18.91
Agrabad,2020-06-27,2020,6,,26.72
Agrabad,2020-06-28,2020,6,,22.38
Agrabad,2020-06-29,2020,6,,20.41
Agrabad,2020-06-30,2020,6,,18.56
Agrabad,2020-07-01,2020,7,,23.5
Agrabad,2020-07-02,2020,7,,20.32
Agrabad,2020-07-03,2020,7,,21.28
Agrabad,2020-07-04,2020,7,,21.2
Agrabad,2020-07-05,2020,7,,22.0
Agrabad,2020-07-06,2020,7,,19.08
Agrabad,2020-07-07,2020,7,,20.33
Agrabad,2020-07-08,2020,7,,22.29
Agrabad,2020-07-09,2020,7,,16.29
Agrabad,2020-07-10,2020,7,,19.43
Agrabad,2020-07-11,2020,7,,14.47
Agrabad,2020-07-12,2020,7,,15.83
Agrabad,2020-07-13,2020,7,,11.48
Agrabad,2020-07-14,2020,7,,13.38
Agrabad,2020-07-15,2020,7,,21.96
Agrabad,2020-07-16,2020,7,,17.89
Agrabad,2020-07-17,2020,7,,21.17
Agrabad,2020-07-18,2020,7,,20.37
Agrabad,2020-07-19,2020,7,,19.4
Agrabad,2020-07-20,2020,7,,15.84
Agrabad,2020-07-21,2020,7,,16.32
Agrabad,2020-07-22,2020,7,,20.56
Agrabad,2020-07-23,2020,7,,16.27
Agrabad,2020-07-24,2020,7,,16.72
Agrabad,2020-07-25,2020,7,,10.07
Agrabad,2020-07-26,2020,7,,10.35
Agrabad,2020-07-27,2020,7,,19.09
Agrabad,2020-07-28,2020,7,,23.27
Agrabad,2020-07-29,2020,7,,12.11
Agrabad,2020-07-30,2020,7,,13.54
Agrabad,2020-07-31,2020,7,,15.95
Agrabad,2020-08-01,2020,8,,20.6
Agrabad,2020-08-02,2020,8,,22.94
Agrabad,2020-08-03,2020,8,,23.48
Agrabad,2020-08-04,2020,8,,21.19
Agrabad,2020-08-05,2020,8,,18.72
Agrabad,2020-08-06,2020,8,,18.48
Agrabad,2020-08-07,2020,8,,24.88
Agrabad,2020-08-08,2020,8,,28.07
Agrabad,2020-08-09,2020,8,,18.85
Agrabad,2020-08-10,2020,8,,20.32
Agrabad,2020-08-11,2020,8,,13.04
Agrabad,2020-08-12,2020,8,,17.09
Agrabad,2020-08-13,2020,8,,22.64
Agrabad,2020-08-14,2020,8,,19.08
Agrabad,2020-08-15,2020,8,,14.05
Agrabad,2020-08-16,2020,8,,10.9
Agrabad,2020-08-17,2020,8,,9.93
Agrabad,2020-08-18,2020,8,,9.01
Agrabad,2020-08-19,2020,8,,7.64
Agrabad,2020-08-20,2020,8,,12.44
Agrabad,2020-08-21,2020,8,,24.36
Agrabad,2020-08-22,2020,8,,26.83
Agrabad,2020-08-23,2020,8,,23.37
Agrabad,2020-08-24,2020,8,,24.15
Agrabad,2020-08-25,2020,8,,21.05
Agrabad,2020-08-26,2020,8,,19.87
Agrabad,2020-08-27,2020,8,,15.29
Agrabad,2020-08-28,2020,8,,18.92
Agrabad,2020-08-29,2020,8,,24.39
Agrabad,2020-08-30,2020,8,,25.74
Agrabad,2020-08-31,2020,8,,29.84
Agrabad,2020-09-01,2020,9,0.347,25.45
Agrabad,2020-09-02,2020,9,0.4032,19.91
Agrabad,2020-09-03,2020,9,0.2622,16.65
Agrabad,2020-09-04,2020,9,,24.73
Agrabad,2020-09-05,2020,9,0.2725,30.19
Agrabad,2020-09-06,2020,9,0.4953,29.88
Agrabad,2020-09-07,2020,9,0.1342,23.61
Agrabad,2020-09-08,2020,9,0.0094,27.91
Agrabad,2020-09-09,2020,9,0.3631,18.35
Agrabad,2020-09-10,2020,9,0.3197,14.57
Agrabad,2020-09-11,2020,9,0.2397,34.56
Agrabad,2020-09-12,2020,9,0.2094,27.23
Agrabad,2020-09-13,2020,9,0.0601,24.04
Agrabad,2020-09-14,2020,9,0.1324,23.88
Agrabad,2020-09-15,2020,9,0.1171,16.36
Agrabad,2020-09-16,2020,9,0.9208,21.27
Agrabad,2020-09-17,2020,9,0.724,18.95
Agrabad,2020-09-18,2020,9,0.1086,14.05
Agrabad,2020-09-19,2020,9,0.9077,15.62
Agrabad,2020-09-20,2020,9,,15.73
Agrabad,2020-09-21,2020,9,0.4335,21.8
Agrabad,2020-09-22,2020,9,0.7606,22.4
Agrabad,2020-09-23,2020,9,1.1854,18.22
Agrabad,2020-09-24,2020,9,0.6276,20.88
Agrabad,2020-09-25,2020,9,,15.03
Agrabad,2020-09-26,2020,9,,14.93
Agrabad,2020-09-27,2020,9,1.2918,
Agrabad,2020-09-28,2020,9,1.0831,
Agrabad,2020-09-29,2020,9,1.0077,25.65
Agrabad,2020-09-30,2020,9,0.1903,21.33
Agrabad,2020-10-01,2020,10,0.3144,21.87
Agrabad,2020-10-02,2020,10,0.4925,26.74
Agrabad,2020-10-03,2020,10,0.3529,20.58
Agrabad,2020-10-04,2020,10,0.6522,22.08
Agrabad,2020-10-05,2020,10,0.5251,18.17
Agrabad,2020-10-06,2020,10,,27.43
Agrabad,2020-10-07,2020,10,0.4569,39.68
Agrabad,2020-10-08,2020,10,0.305,37.53
Agrabad,2020-10-09,2020,10,0.424,15.22
Agrabad,2020-10-10,2020,10,0.753,35.11
Agrabad,2020-10-11,2020,10,0.8956,43.19
Agrabad,2020-10-12,2020,10,0.7676,37.16
Agrabad,2020-10-13,2020,10,0.4478,
Agrabad,2020-10-14,2020,10,0.5533,
Agrabad,2020-10-15,2020,10,0.603,26.5
Agrabad,2020-10-16,2020,10,0.7185,38.11
Agrabad,2020-10-17,2020,10,0.4362,33.44
Agrabad,2020-10-18,2020,10,0.1924,33.72
Agrabad,2020-10-19,2020,10,0.4722,40.96
Agrabad,2020-10-20,2020,10,0.4024,19.57
Agrabad,2020-10-21,2020,10,,22.95
Agrabad,2020-10-22,2020,10,,24.36
Agrabad,2020-10-23,2020,10,,16.03
Agrabad,2020-10-24,2020,10,0.5452,
Agrabad,2020-10-25,2020,10,0.1821,37.44
Agrabad,2020-10-26,2020,10,0.1838,19.79
Agrabad,2020-10-27,2020,10,0.0926,21.0
Agrabad,2020-10-28,2020,10,0.4775,45.03
Agrabad,2020-10-29,2020,10,1.3619,51.03
Agrabad,2020-10-30,2020,10,0.3496,41.7
Agrabad,2020-10-31,2020,10,0.6486,69.36
Agrabad,2020-11-01,2020,11,,11.35
Agrabad,2020-11-02,2020,11,,
Agrabad,2020-11-03,2020,11,0.3749,
Agrabad,2020-11-04,2020,11,0.2358,92.39
Agrabad,2020-11-05,2020,11,0.0976,95.98
Agrabad,2020-11-06,2020,11,0.269,66.47
Agrabad,2020-11-07,2020,11,0.501,50.76
Agrabad,2020-11-08,2020,11,0.3002,64.92
Agrabad,2020-11-09,2020,11,0.1392,49.88
Agrabad,2020-11-10,2020,11,0.1385,43.57
Agrabad,2020-11-11,2020,11,0.5802,41.34
Agrabad,2020-11-12,2020,11,0.4527,60.29
Agrabad,2020-11-13,2020,11,0.823,52.36
Agrabad,2020-11-14,2020,11,0.3816,58.91
Agrabad,2020-11-15,2020,11,0.6487,66.97
Agrabad,2020-11-16,2020,11,0.5336,50.99
Agrabad,2020-11-17,2020,11,,52.61
Agrabad,2020-11-18,2020,11,0.1833,78.52
Agrabad,2020-11-19,2020,11,0.5898,81.31
Agrabad,2020-11-20,2020,11,0.7673,89.62
Agrabad,2020-11-21,2020,11,0.9339,56.22
Agrabad,2020-11-22,2020,11,0.5211,54.49
Agrabad,2020-11-23,2020,11,0.3088,73.81
Agrabad,2020-11-24,2020,11,0.3872,66.36
Agrabad,2020-11-25,2020,11,0.1592,89.54
Agrabad,2020-11-26,2020,11,0.2174,68.1
Agrabad,2020-11-27,2020,11,0.2559,106.05
Agrabad,2020-11-28,2020,11,0.3771,55.93
Agrabad,2020-11-29,2020,11,0.0718,
Agrabad,2020-11-30,2020,11,,46.07
Agrabad,2020-12-01,2020,12,,44.5
Agrabad,2020-12-02,2020,12,0.0416,56.54
Agrabad,2020-12-03,2020,12,0.0301,55.45
Agrabad,2020-12-04,2020,12,,56.16
Agrabad,2020-12-05,2020,12,,51.99
Agrabad,2020-12-06,2020,12,0.5621,100.81
Agrabad,2020-12-07,2020,12,0.1325,91.82
Agrabad,2020-12-08,2020,12,0.5142,91.78
Agrabad,2020-12-09,2020,12,0.5444,101.58
Agrabad,2020-12-10,2020,12,0.3873,78.7
Agrabad,2020-12-11,2020,12,0.6211,17.89
Agrabad,2020-12-12,2020,12,0.5256,27.61
Agrabad,2020-12-13,2020,12,,15.74
Agrabad,2020-12-14,2020,12,0.3833,
Agrabad,2020-12-15,2020,12,0.2203,18.39
Agrabad,2020-12-16,2020,12,0.5601,23.9
Agrabad,2020-12-17,2020,12,,17.46
Agrabad,2020-12-18,2020,12,,19.94
Agrabad,2020-12-19,2020,12,,17.58
Agrabad,2020-12-20,2020,12,0.5125,21.42
Agrabad,2020-12-21,2020,12,0.3765,24.74
Agrabad,2020-12-22,2020,12,,47.29
Agrabad,2020-12-23,2020,12,0.2497,42.72
Agrabad,2020-12-24,2020,12,,29.11
Agrabad,2020-12-25,2020,12,,26.43
Agrabad,2020-12-26,2020,12,,18.7
Agrabad,2020-12-27,2020,12,,70.59
Agrabad,2020-12-28,2020,12,,73.65
Agrabad,2020-12-29,2020,12,,61.44
Agrabad,2020-12-30,2020,12,,61.9
Agrabad,2020-12-31,2020,12,,53.68
Agrabad,2021-01-01,2021,1,0.1093,34.14
Agrabad,2021-01-02,2021,1,0.1093,
Agrabad,2021-01-03,2021,1,0.172,98.45
Agrabad,2021-01-04,2021,1,0.1243,71.73
Agrabad,2021-01-05,2021,1,0.1229,86.17
Agrabad,2021-01-06,2021,1,0.1661,88.02
Agrabad,2021-01-07,2021,1,0.112,82.72
Agrabad,2021-01-08,2021,1,0.171,67.75
Agrabad,2021-01-09,2021,1,0.1839,92.35
Agrabad,2021-01-10,2021,1,0.2817,97.63
Agrabad,2021-01-11,2021,1,0.7678,109.03
Agrabad,2021-01-12,2021,1,1.1117,98.19
Agrabad,2021-01-13,2021,1,0.661,67.04
Agrabad,2021-01-14,2021,1,0.7972,56.32
Agrabad,2021-01-15,2021,1,1.1277,74.09
Agrabad,2021-01-16,2021,1,0.9499,79.48
Agrabad,2021-01-17,2021,1,1.0596,82.58
Agrabad,2021-01-18,2021,1,1.0994,85.38
Agrabad,2021-01-19,2021,1,0.5111,129.12
Agrabad,2021-01-20,2021,1,1.0686,110.13
Agrabad,2021-01-21,2021,1,,100.26
Agrabad,2021-01-22,2021,1,,75.12
Agrabad,2021-01-23,2021,1,0.4099,97.56
Agrabad,2021-01-24,2021,1,0.8008,126.14
Agrabad,2021-01-25,2021,1,0.713,95.91
Agrabad,2021-01-26,2021,1,0.444,80.24
Agrabad,2021-01-27,2021,1,0.3962,77.43
Agrabad,2021-01-28,2021,1,0.2976,77.3
Agrabad,2021-01-29,2021,1,0.2438,57.45
Agrabad,2021-01-30,2021,1,0.2301,58.5
Agrabad,2021-01-31,2021,1,0.787,93.73
Agrabad,2021-02-01,2021,2,0.7783,60.95
Agrabad,2021-02-02,2021,2,0.4737,65.85
Agrabad,2021-02-03,2021,2,0.4425,66.59
Agrabad,2021-02-04,2021,2,0.3565,59.44
Agrabad,2021-02-05,2021,2,0.1987,64.3
Agrabad,2021-02-06,2021,2,0.1781,62.0
Agrabad,2021-02-07,2021,2,0.205,57.68
Agrabad,2021-02-08,2021,2,0.7647,
Agrabad,2021-02-09,2021,2,0.6124,207.61
Agrabad,2021-02-10,2021,2,0.2716,89.28
Agrabad,2021-02-11,2021,2,0.2703,92.54
Agrabad,2021-02-12,2021,2,0.6137,80.15
Agrabad,2021-02-13,2021,2,,78.57
Agrabad,2021-02-14,2021,2,0.6819,84.9
Agrabad,2021-02-15,2021,2,0.6452,96.41
Agrabad,2021-02-16,2021,2,0.9669,62.94
Agrabad,2021-02-17,2021,2,0.5268,74.8
Agrabad,2021-02-18,2021,2,0.403,58.38
Agrabad,2021-02-19,2021,2,0.3407,85.18
Agrabad,2021-02-20,2021,2,0.3104,82.88
Agrabad,2021-02-21,2021,2,,79.14
Agrabad,2021-02-22,2021,2,,68.89
Agrabad,2021-02-23,2021,2,0.4679,99.28
Agrabad,2021-02-24,2021,2,0.4127,98.41
Agrabad,2021-02-25,2021,2,0.9595,84.04
Agrabad,2021-02-26,2021,2,1.1622,60.55
Agrabad,2021-02-27,2021,2,0.8612,
Agrabad,2021-02-28,2021,2,0.7955,
Agrabad,2021-03-01,2021,3,0.7978,
Agrabad,2021-03-02,2021,3,,
Agrabad,2021-03-03,2021,3,0.8053,
Agrabad,2021-03-04,2021,3,0.3819,
Agrabad,2021-03-05,2021,3,1.0023,
Agrabad,2021-03-06,2021,3,0.3298,
Agrabad,2021-03-07,2021,3,,
Agrabad,2021-03-08,2021,3,0.734,
Agrabad,2021-03-09,2021,3,0.9582,
Agrabad,2021-03-10,2021,3,0.9278,
Agrabad,2021-03-11,2021,3,1.0383,
Agrabad,2021-03-12,2021,3,,
Agrabad,2021-03-13,2021,3,0.5738,
Agrabad,2021-03-14,2021,3,0.7748,
Agrabad,2021-03-15,2021,3,0.5931,
Agrabad,2021-03-16,2021,3,1.0027,52.81
Agrabad,2021-03-17,2021,3,0.2309,86.36
Agrabad,2021-03-18,2021,3,0.3249,124.51
Agrabad,2021-03-19,2021,3,0.2679,122.12
Agrabad,2021-03-20,2021,3,0.4158,119.32
Agrabad,2021-03-21,2021,3,,123.56
Agrabad,2021-03-22,2021,3,,98.55
Agrabad,2021-03-23,2021,3,,88.94
Agrabad,2021-03-24,2021,3,0.784,104.42
Agrabad,2021-03-25,2021,3,0.4187,77.31
Agrabad,2021-03-26,2021,3,1.3651,83.82
Agrabad,2021-03-27,2021,3,0.9735,83.92
Agrabad,2021-03-28,2021,3,0.5857,118.76
Agrabad,2021-03-29,2021,3,0.5548,105.96
Agrabad,2021-03-30,2021,3,,40.07
Agrabad,2021-03-31,2021,3,1.0214,34.35
Agrabad,2021-04-01,2021,4,,20.47
Agrabad,2021-04-02,2021,4,,22.24
Agrabad,2021-04-03,2021,4,0.799,38.63
Agrabad,2021-04-04,2021,4,0.5798,52.77
Agrabad,2021-04-05,2021,4,0.6236,47.88
Agrabad,2021-04-06,2021,4,0.724,60.48
Agrabad,2021-04-07,2021,4,0.5495,
Agrabad,2021-04-08,2021,4,1.1524,37.69
Agrabad,2021-04-09,2021,4,1.0531,
Agrabad,2021-04-10,2021,4,,
Agrabad,2021-04-11,2021,4,0.9301,59.7
Agrabad,2021-04-12,2021,4,0.8079,
Agrabad,2021-04-13,2021,4,0.2264,
Agrabad,2021-04-14,2021,4,0.6273,
Agrabad,2021-04-15,2021,4,0.2497,
Agrabad,2021-04-16,2021,4,0.2478,
Agrabad,2021-04-17,2021,4,0.627,
Agrabad,2021-04-18,2021,4,,
Agrabad,2021-04-19,2021,4,0.3638,
Agrabad,2021-04-20,2021,4,0.4863,
Agrabad,2021-04-21,2021,4,0.5981,
Agrabad,2021-04-22,2021,4,0.3085,
Agrabad,2021-04-23,2021,4,0.4235,
Agrabad,2021-04-24,2021,4,,
Agrabad,2021-04-25,2021,4,0.2666,
Agrabad,2021-04-26,2021,4,0.1286,
Agrabad,2021-04-27,2021,4,0.343,
Agrabad,2021-04-28,2021,4,0.5661,
Agrabad,2021-04-29,2021,4,1.1055,
Agrabad,2021-04-30,2021,4,0.1208,
Agrabad,2021-05-01,2021,5,0.899,
Agrabad,2021-05-02,2021,5,0.944,
Agrabad,2021-05-03,2021,5,1.468,
Agrabad,2021-05-04,2021,5,1.56,
Agrabad,2021-05-05,2021,5,1.062,
Agrabad,2021-05-06,2021,5,,
Agrabad,2021-05-07,2021,5,,
Agrabad,2021-05-08,2021,5,,
Agrabad,2021-05-09,2021,5,0.526,
Agrabad,2021-05-10,2021,5,1.272,
Agrabad,2021-05-11,2021,5,,
Agrabad,2021-05-12,2021,5,,
Agrabad,2021-05-13,2021,5,,
Agrabad,2021-05-14,2021,5,,
Agrabad,2021-05-15,2021,5,,
Agrabad,2021-05-16,2021,5,,
Agrabad,2021-05-17,2021,5,,
Agrabad,2021-05-18,2021,5,,8.87
Agrabad,2021-05-19,2021,5,0.615,6.56
Agrabad,2021-05-20,2021,5,,
Agrabad,2021-05-21,2021,5,0.587,
Agrabad,2021-05-22,2021,5,,
Agrabad,2021-05-23,2021,5,0.99,
Agrabad,2021-05-24,2021,5,,
Agrabad,2021-05-25,2021,5,,
Agrabad,2021-05-26,2021,5,,
Agrabad,2021-05-27,2021,5,,
Agrabad,2021-05-28,2021,5,0.2,
Agrabad,2021-05-29,2021,5,,
Agrabad,2021-05-30,2021,5,,
Agrabad,2021-05-31,2021,5,,
Agrabad,2021-06-01,2021,6,,
Agrabad,2021-06-02,2021,6,,
Agrabad,2021-06-03,2021,6,,
Agrabad,2021-06-04,2021,6,,
Agrabad,2021-06-05,2021,6,,
Agrabad,2021-06-06,2021,6,,
Agrabad,2021-06-07,2021,6,,
Agrabad,2021-06-08,2021,6,,7.52
Agrabad,2021-06-09,2021,6,,25.22
Agrabad,2021-06-10,2021,6,,
Agrabad,2021-06-11,2021,6,,
Agrabad,2021-06-12,2021,6,,
Agrabad,2021-06-13,2021,6,,
Agrabad,2021-06-14,2021,6,,
Agrabad,2021-06-15,2021,6,,
Agrabad,2021-06-16,2021,6,,
Agrabad,2021-06-17,2021,6,,
Agrabad,2021-06-18,2021,6,,5.36
Agrabad,2021-06-19,2021,6,,
Agrabad,2021-06-20,2021,6,,
Agrabad,2021-06-21,2021,6,,
Agrabad,2021-06-22,2021,6,,
Agrabad,2021-06-23,2021,6,,31.22
Agrabad,2021-06-24,2021,6,,19.63
Agrabad,2021-06-25,2021,6,,16.31
Agrabad,2021-06-26,2021,6,,22.26
Agrabad,2021-06-27,2021,6,,24.45
Agrabad,2021-06-28,2021,6,,31.99
Agrabad,2021-06-29,2021,6,,31.06
Agrabad,2021-06-30,2021,6,,15.52
Agrabad,2021-07-01,2021,7,,
Agrabad,2021-07-02,2021,7,,
Agrabad,2021-07-03,2021,7,,13.53
Agrabad,2021-07-04,2021,7,,
Agrabad,2021-07-05,2021,7,,
Agrabad,2021-07-06,2021,7,,
Agrabad,2021-07-07,2021,7,,11.27
Agrabad,2021-07-08,2021,7,,10.75
Agrabad,2021-07-09,2021,7,,12.4
Agrabad,2021-07-10,2021,7,,7.6
Agrabad,2021-07-11,2021,7,,5.71
Agrabad,2021-07-12,2021,7,,
Agrabad,2021-07-13,2021,7,,23.64
Agrabad,2021-07-14,2021,7,,17.8
Agrabad,2021-07-15,2021,7,,23.14
Agrabad,2021-07-16,2021,7,,
Agrabad,2021-07-17,2021,7,,10.42
Agrabad,2021-07-18,2021,7,0.442,9.08
Agrabad,2021-07-19,2021,7,,10.77
Agrabad,2021-07-20,2021,7,,7.47
Agrabad,2021-07-21,2021,7,,8.88
Agrabad,2021-07-22,2021,7,,6.25
Agrabad,2021-07-23,2021,7,,6.38
Agrabad,2021-07-24,2021,7,,8.97
Agrabad,2021-07-25,2021,7,,12.78
Agrabad,2021-07-26,2021,7,,8.73
Agrabad,2021-07-27,2021,7,,5.89
Agrabad,2021-07-28,2021,7,,6.88
Agrabad,2021-07-29,2021,7,,5.04
Agrabad,2021-07-30,2021,7,,7.1
Agrabad,2021-07-31,2021,7,,8.54
Agrabad,2021-08-01,2021,8,,5.94
Agrabad,2021-08-02,2021,8,,9.81
Agrabad,2021-08-03,2021,8,,11.66
Agrabad,2021-08-04,2021,8,,9.2
Agrabad,2021-08-05,2021,8,,14.51
Agrabad,2021-08-06,2021,8,,8.89
Agrabad,2021-08-07,2021,8,,14.43
Agrabad,2021-08-08,2021,8,,17.81
Agrabad,2021-08-09,2021,8,0.5714,14.75
Agrabad,2021-08-10,2021,8,,
Agrabad,2021-08-11,2021,8,,340.46
Agrabad,2021-08-12,2021,8,,23.8
Agrabad,2021-08-13,2021,8,,47.04
Agrabad,2021-08-14,2021,8,,40.17
Agrabad,2021-08-15,2021,8,0.4202,42.41
Agrabad,2021-08-16,2021,8,1.098,
Agrabad,2021-08-17,2021,8,0.553,44.6
Agrabad,2021-08-18,2021,8,0.504,49.07
Agrabad,2021-08-19,2021,8,,41.89
Agrabad,2021-08-20,2021,8,,46.7
Agrabad,2021-08-21,2021,8,,
Agrabad,2021-08-22,2021,8,,
Agrabad,2021-08-23,2021,8,,
Agrabad,2021-08-24,2021,8,,27.9
Agrabad,2021-08-25,2021,8,,42.98
Agrabad,2021-08-26,2021,8,,
Agrabad,2021-08-27,2021,8,,49.83
Agrabad,2021-08-28,2021,8,,44.74
Agrabad,2021-08-29,2021,8,,42.49
Agrabad,2021-08-30,2021,8,0.4202,
Agrabad,2021-08-31,2021,8,1.098,7.55
Agrabad,2021-09-01,2021,9,0.553,
Agrabad,2021-09-02,2021,9,0.504,
Agrabad,2021-09-03,2021,9,,
Agrabad,2021-09-04,2021,9,,
Agrabad,2021-09-05,2021,9,,
Agrabad,2021-09-06,2021,9,,
Agrabad,2021-09-07,2021,9,,
Agrabad,2021-09-08,2021,9,,
Agrabad,2021-09-09,2021,9,,
Agrabad,2021-09-10,2021,9,,
Agrabad,2021-09-11,2021,9,,
Agrabad,2021-09-12,2021,9,,
Agrabad,2021-09-13,2021,9,0.2481,
Agrabad,2021-09-14,2021,9,0.2698,
Agrabad,2021-09-15,2021,9,0.372,
Agrabad,2021-09-16,2021,9,,
Agrabad,2021-09-17,2021,9,0.742,
Agrabad,2021-09-18,2021,9,0.6319,
Agrabad,2021-09-19,2021,9,,
Agrabad,2021-09-20,2021,9,,
Agrabad,2021-09-21,2021,9,1.013,
Agrabad,2021-09-22,2021,9,0.6692,4.08
Agrabad,2021-09-23,2021,9,0.3886,
Agrabad,2021-09-24,2021,9,0.0348,
Agrabad,2021-09-25,2021,9,0.4559,
Agrabad,2021-09-26,2021,9,0.008,
Agrabad,2021-09-27,2021,9,,
Agrabad,2021-09-28,2021,9,,
Agrabad,2021-09-29,2021,9,0.2481,
Agrabad,2021-09-30,2021,9,0.2698,
Agrabad,2021-10-01,2021,10,0.372,
Agrabad,2021-10-02,2021,10,,
Agrabad,2021-10-03,2021,10,0.742,
Agrabad,2021-10-04,2021,10,0.6319,
Agrabad,2021-10-05,2021,10,,
Agrabad,2021-10-06,2021,10,,
Agrabad,2021-10-07,2021,10,1.013,
Agrabad,2021-10-08,2021,10,0.6692,
Agrabad,2021-10-09,2021,10,0.3886,
Agrabad,2021-10-10,2021,10,0.0348,
Agrabad,2021-10-11,2021,10,0.4559,30.36
Agrabad,2021-10-12,2021,10,0.008,23.89
Agrabad,2021-10-13,2021,10,,19.35
Agrabad,2021-10-14,2021,10,0.5716,29.17
Agrabad,2021-10-15,2021,10,0.3906,26.74
Agrabad,2021-10-16,2021,10,0.1764,
Agrabad,2021-10-17,2021,10,0.3134,10.31
Agrabad,2021-10-18,2021,10,0.3859,7.26
Agrabad,2021-10-19,2021,10,0.2891,10.73
Agrabad,2021-10-20,2021,10,0.3429,15.29
Agrabad,2021-10-21,2021,10,0.165,21.62
Agrabad,2021-10-22,2021,10,0.2403,44.09
Agrabad,2021-10-23,2021,10,0.2004,49.88
