Monitoring_Station,Date,Year,Month,AOD,PM2.5
Agrabad,2014-01-01,2014,1,0.2656,
Agrabad,2014-01-02,2014,1,0.3694,
Agrabad,2014-01-03,2014,1,0.6235,
Agrabad,2014-01-04,2014,1,0.583,
Agrabad,2014-01-05,2014,1,0.594,
Agrabad,2014-01-06,2014,1,0.8398,130.82
Agrabad,2014-01-07,2014,1,0.4649,171.9
Agrabad,2014-01-08,2014,1,0.5815,126.16
Agrabad,2014-01-09,2014,1,0.3213,148.77
Agrabad,2014-01-10,2014,1,0.2089,149.23
Agrabad,2014-01-11,2014,1,0.1124,136.23
Agrabad,2014-01-12,2014,1,1.1733,209.03
Agrabad,2014-01-13,2014,1,0.56,125.77
Agrabad,2014-01-14,2014,1,0.8556,162.63
Agrabad,2014-01-15,2014,1,0.9007,193.2
Agrabad,2014-01-16,2014,1,0.7038,178.04
Agrabad,2014-01-17,2014,1,0.3797,181.86
Agrabad,2014-01-18,2014,1,0.377,170.77
Agrabad,2014-01-19,2014,1,0.5561,177.9
Agrabad,2014-01-20,2014,1,0.523,141.64
Agrabad,2014-01-21,2014,1,0.37,135.84
Agrabad,2014-01-22,2014,1,0.2659,133.32
Agrabad,2014-01-23,2014,1,0.2517,117.96
Agrabad,2014-01-24,2014,1,0.3837,164.92
Agrabad,2014-01-25,2014,1,0.4379,126.29
Agrabad,2014-01-26,2014,1,0.4816,114.8
Agrabad,2014-01-27,2014,1,0.3566,117.32
Agrabad,2014-01-28,2014,1,,198.45
Agrabad,2014-01-29,2014,1,,165.84
Agrabad,2014-01-30,2014,1,0.1778,116.05
Agrabad,2014-01-31,2014,1,0.2246,157.71
Agrabad,2014-02-01,2014,2,0.275,172.05
Agrabad,2014-02-02,2014,2,0.2431,163.94
Agrabad,2014-02-03,2014,2,0.237,125.48
Agrabad,2014-02-04,2014,2,0.3575,171.29
Agrabad,2014-02-05,2014,2,0.7818,171.64
Agrabad,2014-02-06,2014,2,0.9666,184.68
Agrabad,2014-02-07,2014,2,0.4345,155.04
Agrabad,2014-02-08,2014,2,0.7804,152.73
Agrabad,2014-02-09,2014,2,,69.45
Agrabad,2014-02-10,2014,2,1.1137,89.01
Agrabad,2014-02-11,2014,2,0.1594,108.05
Agrabad,2014-02-12,2014,2,1.0706,112.88
Agrabad,2014-02-13,2014,2,0.3389,97.1
Agrabad,2014-02-14,2014,2,0.3817,98.78
Agrabad,2014-02-15,2014,2,0.6495,103.71
Agrabad,2014-02-16,2014,2,,110.64
Agrabad,2014-02-17,2014,2,,48.21
Agrabad,2014-02-18,2014,2,0.4457,75.7
Agrabad,2014-02-19,2014,2,0.2297,91.68
Agrabad,2014-02-20,2014,2,0.3083,142.51
Agrabad,2014-02-21,2014,2,0.2641,175.15
Agrabad,2014-02-22,2014,2,0.4255,166.98
Agrabad,2014-02-23,2014,2,0.5516,179.19
Agrabad,2014-02-24,2014,2,0.4522,142.77
Agrabad,2014-02-25,2014,2,0.4462,90.1
Agrabad,2014-02-26,2014,2,0.3047,116.12
Agrabad,2014-02-27,2014,2,0.4337,145.12
Agrabad,2014-02-28,2014,2,0.7847,123.87
Agrabad,2014-03-01,2014,3,0.1913,75.3
Agrabad,2014-03-02,2014,3,0.1884,52.32
Agrabad,2014-03-03,2014,3,0.2566,66.69
Agrabad,2014-03-04,2014,3,,98.94
Agrabad,2014-03-05,2014,3,0.2884,90.43
Agrabad,2014-03-06,2014,3,0.3165,115.7
Agrabad,2014-03-07,2014,3,0.427,121.1
Agrabad,2014-03-08,2014,3,0.2784,101.58
Agrabad,2014-03-09,2014,3,0.2771,92.59
Agrabad,2014-03-10,2014,3,0.33,112.27
Agrabad,2014-03-11,2014,3,0.4019,134.08
Agrabad,2014-03-12,2014,3,0.2752,142.78
Agrabad,2014-03-13,2014,3,1.5193,167.3
Agrabad,2014-03-14,2014,3,0.3602,118.53
Agrabad,2014-03-15,2014,3,0.3061,132.06
Agrabad,2014-03-16,2014,3,0.3613,134.79
Agrabad,2014-03-17,2014,3,0.2413,160.85
Agrabad,2014-03-18,2014,3,0.8055,134.86
Agrabad,2014-03-19,2014,3,0.7644,99.53
Agrabad,2014-03-20,2014,3,1.1116,79.43
Agrabad,2014-03-21,2014,3,0.7201,81.43
Agrabad,2014-03-22,2014,3,0.5366,73.94
Agrabad,2014-03-23,2014,3,0.5719,50.42
Agrabad,2014-03-24,2014,3,0.299,63.49
Agrabad,2014-03-25,2014,3,0.3887,52.5
Agrabad,2014-03-26,2014,3,0.6451,
Agrabad,2014-03-27,2014,3,0.679,
Agrabad,2014-03-28,2014,3,1.0638,
Agrabad,2014-03-29,2014,3,0.3595,
Agrabad,2014-03-30,2014,3,0.5527,57.46
Agrabad,2014-03-31,2014,3,0.6043,69.92
Agrabad,2014-04-01,2014,4,1.2959,55.6
Agrabad,2014-04-02,2014,4,0.8013,57.1
Agrabad,2014-04-03,2014,4,1.3591,63.13
Agrabad,2014-04-04,2014,4,0.9751,96.75
Agrabad,2014-04-05,2014,4,,52.4
Agrabad,2014-04-06,2014,4,0.3846,57.01
Agrabad,2014-04-07,2014,4,1.0859,51.38
Agrabad,2014-04-08,2014,4,,42.75
Agrabad,2014-04-09,2014,4,,33.38
Agrabad,2014-04-10,2014,4,0.5891,56.07
Agrabad,2014-04-11,2014,4,0.2621,75.33
Agrabad,2014-04-12,2014,4,0.7023,72.38
Agrabad,2014-04-13,2014,4,0.7755,97.22
Agrabad,2014-04-14,2014,4,0.6477,93.25
Agrabad,2014-04-15,2014,4,0.5884,106.95
Agrabad,2014-04-16,2014,4,0.8951,103.5
Agrabad,2014-04-17,2014,4,,60.69
Agrabad,2014-04-18,2014,4,0.5363,66.57
Agrabad,2014-04-19,2014,4,0.8458,83.85
Agrabad,2014-04-20,2014,4,0.5036,143.98
Agrabad,2014-04-21,2014,4,0.5931,133.61
Agrabad,2014-04-22,2014,4,0.4187,108.1
Agrabad,2014-04-23,2014,4,0.6871,120.47
Agrabad,2014-04-24,2014,4,0.489,69.22
Agrabad,2014-04-25,2014,4,0.3623,54.5
Agrabad,2014-04-26,2014,4,0.7412,44.51
Agrabad,2014-04-27,2014,4,0.334,41.06
Agrabad,2014-04-28,2014,4,,42.7
Agrabad,2014-04-29,2014,4,0.8396,37.32
Agrabad,2014-04-30,2014,4,0.3487,36.09
Agrabad,2014-05-01,2014,5,0.8654,47.42
Agrabad,2014-05-02,2014,5,0.6226,37.71
Agrabad,2014-05-03,2014,5,,33.85
Agrabad,2014-05-04,2014,5,0.351,40.28
Agrabad,2014-05-05,2014,5,,82.64
Agrabad,2014-05-06,2014,5,0.7879,66.93
Agrabad,2014-05-07,2014,5,0.3247,33.68
Agrabad,2014-05-08,2014,5,0.868,28.47
Agrabad,2014-05-09,2014,5,0.5695,14.94
Agrabad,2014-05-10,2014,5,0.5627,18.98
Agrabad,2014-05-11,2014,5,,20.25
Agrabad,2014-05-12,2014,5,0.9121,19.99
Agrabad,2014-05-13,2014,5,1.0178,32.13
Agrabad,2014-05-14,2014,5,1.5579,45.4
Agrabad,2014-05-15,2014,5,1.1747,44.94
Agrabad,2014-05-16,2014,5,0.5526,54.56
Agrabad,2014-05-17,2014,5,0.2497,54.99
Agrabad,2014-05-18,2014,5,0.3336,68.63
Agrabad,2014-05-19,2014,5,0.9459,55.01
Agrabad,2014-05-20,2014,5,0.8018,52.74
Agrabad,2014-05-21,2014,5,0.6137,39.35
Agrabad,2014-05-22,2014,5,0.7857,26.32
Agrabad,2014-05-23,2014,5,0.8415,25.53
Agrabad,2014-05-24,2014,5,,25.1
Agrabad,2014-05-25,2014,5,0.448,25.57
Agrabad,2014-05-26,2014,5,0.7026,24.33
Agrabad,2014-05-27,2014,5,,25.1
Agrabad,2014-05-28,2014,5,,26.0
Agrabad,2014-05-29,2014,5,0.625,36.58
Agrabad,2014-05-30,2014,5,1.1116,31.69
Agrabad,2014-05-31,2014,5,,45.46
Agrabad,2014-06-01,2014,6,,30.52
Agrabad,2014-06-02,2014,6,,40.5
Agrabad,2014-06-03,2014,6,,47.72
Agrabad,2014-06-04,2014,6,,29.95
Agrabad,2014-06-05,2014,6,0.813,30.92
Agrabad,2014-06-06,2014,6,,25.06
Agrabad,2014-06-07,2014,6,0.8621,24.65
Agrabad,2014-06-08,2014,6,1.0168,15.5
Agrabad,2014-06-09,2014,6,,15.95
Agrabad,2014-06-10,2014,6,,19.35
Agrabad,2014-06-11,2014,6,1.6159,28.35
Agrabad,2014-06-12,2014,6,,42.66
Agrabad,2014-06-13,2014,6,1.8624,53.81
Agrabad,2014-06-14,2014,6,0.7143,33.85
Agrabad,2014-06-15,2014,6,,29.39
Agrabad,2014-06-16,2014,6,,35.56
Agrabad,2014-06-17,2014,6,,56.48
Agrabad,2014-06-18,2014,6,,25.06
Agrabad,2014-06-19,2014,6,,18.38
Agrabad,2014-06-20,2014,6,,12.51
Agrabad,2014-06-21,2014,6,,18.51
Agrabad,2014-06-22,2014,6,,25.74
Agrabad,2014-06-23,2014,6,,33.94
Agrabad,2014-06-24,2014,6,,35.53
Agrabad,2014-06-25,2014,6,,29.91
Agrabad,2014-06-26,2014,6,,18.88
Agrabad,2014-06-27,2014,6,,
Agrabad,2014-06-28,2014,6,,
Agrabad,2014-06-29,2014,6,,
Agrabad,2014-06-30,2014,6,,
Agrabad,2014-07-01,2014,7,,
Agrabad,2014-07-02,2014,7,,
Agrabad,2014-07-03,2014,7,,
Agrabad,2014-07-04,2014,7,,
Agrabad,2014-07-05,2014,7,,
Agrabad,2014-07-06,2014,7,0.8671,
Agrabad,2014-07-07,2014,7,,
Agrabad,2014-07-08,2014,7,,
Agrabad,2014-07-09,2014,7,,
Agrabad,2014-07-10,2014,7,0.5842,17.35
Agrabad,2014-07-11,2014,7,0.6625,18.03
Agrabad,2014-07-12,2014,7,0.68,25.23
Agrabad,2014-07-13,2014,7,,31.41
Agrabad,2014-07-14,2014,7,,14.74
Agrabad,2014-07-15,2014,7,,8.92
Agrabad,2014-07-16,2014,7,,12.73
Agrabad,2014-07-17,2014,7,,14.27
Agrabad,2014-07-18,2014,7,,16.91
Agrabad,2014-07-19,2014,7,,13.04
Agrabad,2014-07-20,2014,7,,20.73
Agrabad,2014-07-21,2014,7,,15.18
Agrabad,2014-07-22,2014,7,,25.57
Agrabad,2014-07-23,2014,7,,24.16
Agrabad,2014-07-24,2014,7,,24.46
Agrabad,2014-07-25,2014,7,0.5263,19.72
Agrabad,2014-07-26,2014,7,,20.56
Agrabad,2014-07-27,2014,7,,21.73
Agrabad,2014-07-28,2014,7,,14.6
Agrabad,2014-07-29,2014,7,,14.68
Agrabad,2014-07-30,2014,7,,15.25
Agrabad,2014-07-31,2014,7,,16.31
Agrabad,2014-08-01,2014,8,,14.82
Agrabad,2014-08-02,2014,8,,14.51
Agrabad,2014-08-03,2014,8,,13.33
Agrabad,2014-08-04,2014,8,,18.07
Agrabad,2014-08-05,2014,8,,18.93
Agrabad,2014-08-06,2014,8,,23.03
Agrabad,2014-08-07,2014,8,,18.06
Agrabad,2014-08-08,2014,8,,16.35
Agrabad,2014-08-09,2014,8,0.723,20.99
Agrabad,2014-08-10,2014,8,,21.74
Agrabad,2014-08-11,2014,8,,25.69
Agrabad,2014-08-12,2014,8,,23.72
Agrabad,2014-08-13,2014,8,,25.16
Agrabad,2014-08-14,2014,8,,29.81
Agrabad,2014-08-15,2014,8,,20.87
Agrabad,2014-08-16,2014,8,,21.68
Agrabad,2014-08-17,2014,8,,25.67
Agrabad,2014-08-18,2014,8,,25.17
Agrabad,2014-08-19,2014,8,,27.42
Agrabad,2014-08-20,2014,8,0.984,23.0
Agrabad,2014-08-21,2014,8,,24.74
Agrabad,2014-08-22,2014,8,,18.86
Agrabad,2014-08-23,2014,8,,16.65
Agrabad,2014-08-24,2014,8,,16.99
Agrabad,2014-08-25,2014,8,,13.88
Agrabad,2014-08-26,2014,8,,18.24
Agrabad,2014-08-27,2014,8,,27.46
Agrabad,2014-08-28,2014,8,,23.87
Agrabad,2014-08-29,2014,8,,22.42
Agrabad,2014-08-30,2014,8,0.0778,15.25
Agrabad,2014-08-31,2014,8,,11.2
Agrabad,2014-09-01,2014,9,,15.01
Agrabad,2014-09-02,2014,9,,23.05
Agrabad,2014-09-03,2014,9,0.769,18.83
Agrabad,2014-09-04,2014,9,,16.63
Agrabad,2014-09-05,2014,9,,13.33
Agrabad,2014-09-06,2014,9,,11.53
Agrabad,2014-09-07,2014,9,,14.41
Agrabad,2014-09-08,2014,9,,14.25
Agrabad,2014-09-09,2014,9,0.909,22.22
Agrabad,2014-09-10,2014,9,0.73,23.65
Agrabad,2014-09-11,2014,9,0.802,26.74
Agrabad,2014-09-12,2014,9,,20.69
Agrabad,2014-09-13,2014,9,,22.49
Agrabad,2014-09-14,2014,9,,24.11
Agrabad,2014-09-15,2014,9,,21.97
Agrabad,2014-09-16,2014,9,,14.43
Agrabad,2014-09-17,2014,9,0.4921,30.83
Agrabad,2014-09-18,2014,9,0.6397,20.28
Agrabad,2014-09-19,2014,9,,13.87
Agrabad,2014-09-20,2014,9,,14.54
Agrabad,2014-09-21,2014,9,,21.38
Agrabad,2014-09-22,2014,9,,17.3
Agrabad,2014-09-23,2014,9,,20.64
Agrabad,2014-09-24,2014,9,,26.2
Agrabad,2014-09-25,2014,9,,21.95
Agrabad,2014-09-26,2014,9,,27.75
Agrabad,2014-09-27,2014,9,1.662,46.57
Agrabad,2014-09-28,2014,9,0.6998,64.61
Agrabad,2014-09-29,2014,9,0.7824,82.87
Agrabad,2014-09-30,2014,9,1.4592,106.83
Agrabad,2014-10-01,2014,10,1.1506,90.84
Agrabad,2014-10-02,2014,10,1.2522,60.82
Agrabad,2014-10-03,2014,10,1.0856,60.8
Agrabad,2014-10-04,2014,10,0.3637,48.77
Agrabad,2014-10-05,2014,10,0.747,63.66
Agrabad,2014-10-06,2014,10,0.745,39.3
Agrabad,2014-10-07,2014,10,0.3752,26.51
Agrabad,2014-10-08,2014,10,0.4672,29.36
Agrabad,2014-10-09,2014,10,0.4564,60.8
Agrabad,2014-10-10,2014,10,0.2874,52.42
Agrabad,2014-10-11,2014,10,0.63,29.25
Agrabad,2014-10-12,2014,10,,15.34
Agrabad,2014-10-13,2014,10,,21.93
Agrabad,2014-10-14,2014,10,,26.75
Agrabad,2014-10-15,2014,10,,38.2
Agrabad,2014-10-16,2014,10,,40.83
Agrabad,2014-10-17,2014,10,,48.04
Agrabad,2014-10-18,2014,10,0.4631,54.97
Agrabad,2014-10-19,2014,10,0.6259,76.97
Agrabad,2014-10-20,2014,10,0.357,66.42
Agrabad,2014-10-21,2014,10,0.3963,74.87
Agrabad,2014-10-22,2014,10,0.8545,72.52
Agrabad,2014-10-23,2014,10,0.3089,72.16
Agrabad,2014-10-24,2014,10,0.3607,80.19
Agrabad,2014-10-25,2014,10,0.4612,69.61
Agrabad,2014-10-26,2014,10,0.2816,76.74
Agrabad,2014-10-27,2014,10,,35.54
Agrabad,2014-10-28,2014,10,,31.53
Agrabad,2014-10-29,2014,10,,32.34
Agrabad,2014-10-30,2014,10,0.2005,48.63
Agrabad,2014-10-31,2014,10,0.2349,49.96
Agrabad,2014-11-01,2014,11,0.2569,56.48
Agrabad,2014-11-02,2014,11,0.2727,92.85
Agrabad,2014-11-03,2014,11,0.2275,63.04
Agrabad,2014-11-04,2014,11,0.2756,84.65
Agrabad,2014-11-05,2014,11,0.4825,52.81
Agrabad,2014-11-06,2014,11,0.4938,63.36
Agrabad,2014-11-07,2014,11,0.436,
Agrabad,2014-11-08,2014,11,0.293,
Agrabad,2014-11-09,2014,11,,
Agrabad,2014-11-10,2014,11,0.069,
Agrabad,2014-11-11,2014,11,0.4945,59.72
Agrabad,2014-11-12,2014,11,0.2886,106.01
Agrabad,2014-11-13,2014,11,0.6414,109.47
Agrabad,2014-11-14,2014,11,0.6323,127.47
Agrabad,2014-11-15,2014,11,0.562,117.04
Agrabad,2014-11-16,2014,11,0.6342,175.55
Agrabad,2014-11-17,2014,11,0.8125,174.67
Agrabad,2014-11-18,2014,11,1.0432,121.62
Agrabad,2014-11-19,2014,11,0.818,101.47
Agrabad,2014-11-20,2014,11,0.7933,124.77
Agrabad,2014-11-21,2014,11,0.7541,104.31
Agrabad,2014-11-22,2014,11,0.9258,180.67
Agrabad,2014-11-23,2014,11,1.0051,174.96
Agrabad,2014-11-24,2014,11,0.9482,142.22
Agrabad,2014-11-25,2014,11,0.7976,147.12
Agrabad,2014-11-26,2014,11,0.5793,170.32
Agrabad,2014-11-27,2014,11,0.7777,182.04
Agrabad,2014-11-28,2014,11,0.8794,172.37
Agrabad,2014-11-29,2014,11,1.058,157.27
Agrabad,2014-11-30,2014,11,0.9142,140.69
Agrabad,2014-12-01,2014,12,1.0173,142.58
Agrabad,2014-12-02,2014,12,1.5936,150.6
Agrabad,2014-12-03,2014,12,0.7931,133.84
Agrabad,2014-12-04,2014,12,0.9208,126.21
Agrabad,2014-12-05,2014,12,0.8333,101.06
Agrabad,2014-12-06,2014,12,0.3318,140.9
Agrabad,2014-12-07,2014,12,0.0866,114.49
Agrabad,2014-12-08,2014,12,0.9874,146.51
Agrabad,2014-12-09,2014,12,0.3241,163.81
Agrabad,2014-12-10,2014,12,0.7529,119.3
Agrabad,2014-12-11,2014,12,0.7369,113.34
Agrabad,2014-12-12,2014,12,0.6666,100.41
Agrabad,2014-12-13,2014,12,,104.9
Agrabad,2014-12-14,2014,12,0.2207,97.36
Agrabad,2014-12-15,2014,12,0.1907,126.95
Agrabad,2014-12-16,2014,12,,99.52
Agrabad,2014-12-17,2014,12,0.2795,96.09
Agrabad,2014-12-18,2014,12,0.7715,
Agrabad,2014-12-19,2014,12,0.497,
Agrabad,2014-12-20,2014,12,0.4138,87.1
Agrabad,2014-12-21,2014,12,0.1885,91.95
Agrabad,2014-12-22,2014,12,0.3551,98.76
Agrabad,2014-12-23,2014,12,0.5939,107.45
Agrabad,2014-12-24,2014,12,0.6079,104.35
Agrabad,2014-12-25,2014,12,0.5733,91.54
Agrabad,2014-12-26,2014,12,0.6461,131.29
Agrabad,2014-12-27,2014,12,0.431,166.8
Agrabad,2014-12-28,2014,12,0.6037,137.66
Agrabad,2014-12-29,2014,12,0.3467,141.03
Agrabad,2014-12-30,2014,12,0.2718,152.1
Agrabad,2014-12-31,2014,12,,174.26
Agrabad,2015-01-01,2015,1,0.2897,94.31
Agrabad,2015-01-02,2015,1,0.2139,68.21
Agrabad,2015-01-03,2015,1,0.0268,85.93
Agrabad,2015-01-04,2015,1,0.7098,88.31
Agrabad,2015-01-05,2015,1,0.4289,69.36
Agrabad,2015-01-06,2015,1,0.9416,69.19
Agrabad,2015-01-07,2015,1,1.4883,108.38
Agrabad,2015-01-08,2015,1,0.2469,152.34
Agrabad,2015-01-09,2015,1,0.6719,
Agrabad,2015-01-10,2015,1,0.2548,153.66
Agrabad,2015-01-11,2015,1,0.1876,164.37
Agrabad,2015-01-12,2015,1,0.3068,141.26
Agrabad,2015-01-13,2015,1,0.4279,89.41
Agrabad,2015-01-14,2015,1,0.3674,149.16
Agrabad,2015-01-15,2015,1,,114.72
Agrabad,2015-01-16,2015,1,0.75,71.14
Agrabad,2015-01-17,2015,1,0.5796,89.81
Agrabad,2015-01-18,2015,1,0.4977,121.22
Agrabad,2015-01-19,2015,1,0.6658,126.65
Agrabad,2015-01-20,2015,1,0.4728,112.16
Agrabad,2015-01-21,2015,1,0.4807,121.78
Agrabad,2015-01-22,2015,1,0.6117,199.33
Agrabad,2015-01-23,2015,1,0.5531,179.25
Agrabad,2015-01-24,2015,1,0.4698,188.5
Agrabad,2015-01-25,2015,1,0.6458,105.21
Agrabad,2015-01-26,2015,1,0.5406,106.81
Agrabad,2015-01-27,2015,1,0.472,160.36
Agrabad,2015-01-28,2015,1,0.6952,147.07
Agrabad,2015-01-29,2015,1,1.146,99.38
Agrabad,2015-01-30,2015,1,0.6619,80.0
Agrabad,2015-01-31,2015,1,0.5033,120.43
Agrabad,2015-02-01,2015,2,0.5491,104.07
Agrabad,2015-02-02,2015,2,0.3557,125.41
Agrabad,2015-02-03,2015,2,0.3552,148.18
Agrabad,2015-02-04,2015,2,0.9972,135.85
Agrabad,2015-02-05,2015,2,1.0619,132.64
Agrabad,2015-02-06,2015,2,,160.89
Agrabad,2015-02-07,2015,2,0.8273,163.86
Agrabad,2015-02-08,2015,2,0.8092,180.31
Agrabad,2015-02-09,2015,2,1.181,127.04
Agrabad,2015-02-10,2015,2,0.43,152.59
Agrabad,2015-02-11,2015,2,0.5357,116.09
Agrabad,2015-02-12,2015,2,0.3713,107.62
Agrabad,2015-02-13,2015,2,0.5943,136.67
Agrabad,2015-02-14,2015,2,,134.3
Agrabad,2015-02-15,2015,2,0.4505,167.84
Agrabad,2015-02-16,2015,2,1.0848,148.24
Agrabad,2015-02-17,2015,2,0.9839,133.64
Agrabad,2015-02-18,2015,2,1.1184,141.92
Agrabad,2015-02-19,2015,2,0.647,103.39
Agrabad,2015-02-20,2015,2,0.7742,75.43
Agrabad,2015-02-21,2015,2,0.7465,88.1
Agrabad,2015-02-22,2015,2,0.439,129.65
Agrabad,2015-02-23,2015,2,0.5559,147.37
Agrabad,2015-02-24,2015,2,0.5247,89.17
Agrabad,2015-02-25,2015,2,0.5468,80.29
Agrabad,2015-02-26,2015,2,0.5463,67.2
Agrabad,2015-02-27,2015,2,0.4533,57.81
Agrabad,2015-02-28,2015,2,0.5943,80.1
Agrabad,2015-03-01,2015,3,0.2503,94.55
Agrabad,2015-03-02,2015,3,0.6722,100.37
Agrabad,2015-03-03,2015,3,,106.66
Agrabad,2015-03-04,2015,3,0.6604,84.26
Agrabad,2015-03-05,2015,3,0.3381,70.19
Agrabad,2015-03-06,2015,3,0.3801,68.9
Agrabad,2015-03-07,2015,3,0.2706,59.08
Agrabad,2015-03-08,2015,3,0.1602,66.95
Agrabad,2015-03-09,2015,3,0.5443,92.37
Agrabad,2015-03-10,2015,3,0.333,84.89
Agrabad,2015-03-11,2015,3,0.2712,66.53
Agrabad,2015-03-12,2015,3,0.2683,137.81
Agrabad,2015-03-13,2015,3,0.7703,107.66
Agrabad,2015-03-14,2015,3,0.5713,150.96
Agrabad,2015-03-15,2015,3,0.4577,121.58
Agrabad,2015-03-16,2015,3,0.8467,79.36
Agrabad,2015-03-17,2015,3,0.9584,65.68
Agrabad,2015-03-18,2015,3,0.7518,86.21
Agrabad,2015-03-19,2015,3,0.1741,71.36
Agrabad,2015-03-20,2015,3,0.3987,73.76
Agrabad,2015-03-21,2015,3,0.2745,92.82
Agrabad,2015-03-22,2015,3,0.4416,111.87
Agrabad,2015-03-23,2015,3,0.7388,167.97
Agrabad,2015-03-24,2015,3,0.7313,128.97
Agrabad,2015-03-25,2015,3,0.8804,84.89
Agrabad,2015-03-26,2015,3,0.8199,61.87
Agrabad,2015-03-27,2015,3,,91.7
Agrabad,2015-03-28,2015,3,0.3705,103.99
Agrabad,2015-03-29,2015,3,0.735,88.56
Agrabad,2015-03-30,2015,3,1.5347,48.55
Agrabad,2015-03-31,2015,3,1.286,51.6
Agrabad,2015-04-01,2015,4,,47.53
Agrabad,2015-04-02,2015,4,1.012,37.35
Agrabad,2015-04-03,2015,4,0.5754,37.39
Agrabad,2015-04-04,2015,4,,41.55
Agrabad,2015-04-05,2015,4,,31.98
Agrabad,2015-04-06,2015,4,,40.02
Agrabad,2015-04-07,2015,4,0.6713,48.52
Agrabad,2015-04-08,2015,4,0.2495,73.86
Agrabad,2015-04-09,2015,4,,78.38
Agrabad,2015-04-10,2015,4,0.8113,45.84
Agrabad,2015-04-11,2015,4,0.8977,50.9
Agrabad,2015-04-12,2015,4,0.9333,60.81
Agrabad,2015-04-13,2015,4,1.1014,52.34
Agrabad,2015-04-14,2015,4,1.1483,64.74
Agrabad,2015-04-15,2015,4,0.6229,85.15
Agrabad,2015-04-16,2015,4,,98.27
Agrabad,2015-04-17,2015,4,0.5553,107.5
Agrabad,2015-04-18,2015,4,0.792,67.14
Agrabad,2015-04-19,2015,4,0.794,29.87
Agrabad,2015-04-20,2015,4,,30.83
Agrabad,2015-04-21,2015,4,,34.93
Agrabad,2015-04-22,2015,4,,31.31
Agrabad,2015-04-23,2015,4,0.716,23.24
Agrabad,2015-04-24,2015,4,,
Agrabad,2015-04-25,2015,4,,
Agrabad,2015-04-26,2015,4,,
Agrabad,2015-04-27,2015,4,0.703,50.33
Agrabad,2015-04-28,2015,4,,45.24
Agrabad,2015-04-29,2015,4,0.7929,27.75
Agrabad,2015-04-30,2015,4,0.7635,29.66
Agrabad,2015-05-01,2015,5,,36.76
Agrabad,2015-05-02,2015,5,1.0569,34.96
Agrabad,2015-05-03,2015,5,0.2887,36.78
Agrabad,2015-05-04,2015,5,0.5894,44.69
Agrabad,2015-05-05,2015,5,0.5802,38.35
Agrabad,2015-05-06,2015,5,,43.36
Agrabad,2015-05-07,2015,5,1.1021,43.81
Agrabad,2015-05-08,2015,5,,46.45
Agrabad,2015-05-09,2015,5,1.2844,33.56
Agrabad,2015-05-10,2015,5,,48.85
Agrabad,2015-05-11,2015,5,0.9293,49.3
Agrabad,2015-05-12,2015,5,0.1722,47.08
Agrabad,2015-05-13,2015,5,,52.37
Agrabad,2015-05-14,2015,5,1.763,33.57
Agrabad,2015-05-15,2015,5,1.611,28.71
Agrabad,2015-05-16,2015,5,0.7684,29.07
Agrabad,2015-05-17,2015,5,0.5687,35.07
Agrabad,2015-05-18,2015,5,,33.25
Agrabad,2015-05-19,2015,5,0.7799,27.52
Agrabad,2015-05-20,2015,5,,30.52
Agrabad,2015-05-21,2015,5,0.5028,29.86
Agrabad,2015-05-22,2015,5,0.113,33.0
Agrabad,2015-05-23,2015,5,1.8388,40.41
Agrabad,2015-05-24,2015,5,,36.9
Agrabad,2015-05-25,2015,5,1.1845,36.41
Agrabad,2015-05-26,2015,5,0.959,43.47
Agrabad,2015-05-27,2015,5,,32.15
Agrabad,2015-05-28,2015,5,0.3738,38.44
Agrabad,2015-05-29,2015,5,,34.09
Agrabad,2015-05-30,2015,5,,34.8
Agrabad,2015-05-31,2015,5,0.9609,35.11
Agrabad,2015-06-01,2015,6,0.9525,26.69
Agrabad,2015-06-02,2015,6,0.8088,25.77
Agrabad,2015-06-03,2015,6,,28.72
Agrabad,2015-06-04,2015,6,,41.38
Agrabad,2015-06-05,2015,6,,29.37
Agrabad,2015-06-06,2015,6,,24.67
Agrabad,2015-06-07,2015,6,,23.92
Agrabad,2015-06-08,2015,6,,22.49
Agrabad,2015-06-09,2015,6,,20.78
Agrabad,2015-06-10,2015,6,,26.76
Agrabad,2015-06-11,2015,6,,26.2
Agrabad,2015-06-12,2015,6,,21.9
Agrabad,2015-06-13,2015,6,,28.75
Agrabad,2015-06-14,2015,6,,23.83
Agrabad,2015-06-15,2015,6,,25.86
Agrabad,2015-06-16,2015,6,,26.89
Agrabad,2015-06-17,2015,6,0.595,24.41
Agrabad,2015-06-18,2015,6,0.3743,19.74
Agrabad,2015-06-19,2015,6,,15.03
Agrabad,2015-06-20,2015,6,,20.12
Agrabad,2015-06-21,2015,6,,16.63
Agrabad,2015-06-22,2015,6,,16.9
Agrabad,2015-06-23,2015,6,,26.05
Agrabad,2015-06-24,2015,6,,28.02
Agrabad,2015-06-25,2015,6,,25.38
Agrabad,2015-06-26,2015,6,,24.07
Agrabad,2015-06-27,2015,6,,25.62
Agrabad,2015-06-28,2015,6,0.914,25.62
Agrabad,2015-06-29,2015,6,,27.37
Agrabad,2015-06-30,2015,6,,25.82
Agrabad,2015-07-01,2015,7,,24.56
Agrabad,2015-07-02,2015,7,,21.13
Agrabad,2015-07-03,2015,7,,22.59
Agrabad,2015-07-04,2015,7,,36.94
Agrabad,2015-07-05,2015,7,,37.15
